,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.0,0.0,1.0,0.0,257.0,1.0
jlinalg.csv,0.0,0.0,1.0,0.0,201.0,1.0
knowledge.csv,0.0,1.0,1.0,0.0,231.0,0.0
massiv.csv,0.0,4.0,140.0,66.0,1.0,0.0
playerstage.csv,0.0,6.0,0.0,0.0,113.0,0.0
ultimairis.csv,0.0,1.0,4.0,0.0,171.0,0.0
