,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.29,0.37,0.48,0.41,0.64,0.68,0.79,0.88
aime.csv,0.83,0.9,0.82,1.0,0.4,0.84,0.93,1.0
badtrinitycore.csv,1.0,0.99,0.62,0.25,0.8,0.46,0.74,0.81
electric-core.csv,0.67,0.6,0.45,0.5,0.56,0.55,0.67,0.65
geochat.csv,0.74,0.95,0.97,1.07,0.76,0.85,0.97,0.53
mumble.csv,0.92,1.0,0.83,0.94,0.53,0.27,0.85,0.6
olsrd.csv,0.88,0.34,0.67,0.61,0.74,0.85,0.82,0.82
t-2.csv,0.86,0.88,0.77,0.76,0.79,0.62,0.42,0.71
