,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.85,0.78,0.6,0.68,0.64,0.96,0.28,0.13
aime.csv,0.65,0.91,0.25,0.0,0.71,0.16,0.07,0.0
badtrinitycore.csv,0.0,0.01,0.43,0.83,0.57,0.8,0.28,0.2
electric-core.csv,0.92,0.51,0.61,0.62,0.79,0.68,0.64,0.57
geochat.csv,0.54,1.0,0.45,0.04,0.29,0.16,0.03,0.53
mumble.csv,0.96,1.0,0.37,0.06,1.0,0.8,0.19,0.57
olsrd.csv,1.0,0.76,0.61,0.85,0.79,1.0,0.84,0.83
t-2.csv,0.23,0.54,0.37,0.51,0.71,0.6,0.62,0.6
