,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.08,0.69,0.03,0.04,0.27,0.0,0.0,0.48,0.0,0.06
bibedt.csv,0.46,0.51,0.0,0.42,0.24,0.29,0.48,0.77,0.41,0.74
cascading.csv,0.67,0.64,0.58,0.59,0.15,0.25,0.45,0.7,0.79,0.68
firebreath.csv,0.66,0.58,0.63,0.47,0.0,0.29,0.29,0.56,0.75,0.71
fritzing.csv,0.71,0.35,0.49,0.61,0.29,0.22,0.21,0.74,0.48,0.52
httpcontentparser.csv,0.36,0.0,0.35,0.27,0.12,0.44,0.33,0.56,0.62,0.37
mpgravity.csv,0.67,0.3,0.59,0.62,0.56,0.24,0.34,0.8,0.84,0.77
patterntesting.csv,0.71,0.63,0.56,0.7,0.54,0.2,0.31,0.77,0.84,0.79
roller.csv,0.7,0.61,0.59,0.62,0.33,0.22,0.34,0.74,0.85,0.81
xfce.csv,0.58,0.57,0.55,0.56,0.32,0.27,0.33,0.78,0.82,0.74
