,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.01,0.33,0.09,0.32,0.17,0.23,0.0,0.86,0.0,0.1
bibedt.csv,0.14,0.44,0.0,0.0,0.07,0.27,0.22,0.57,0.15,0.51
cascading.csv,0.66,0.69,0.51,0.13,0.0,0.47,0.34,0.51,0.42,0.38
firebreath.csv,0.42,0.5,0.32,0.13,0.0,0.45,0.46,0.18,0.45,0.51
fritzing.csv,0.29,0.17,0.21,0.09,0.15,0.65,0.17,0.45,0.3,0.13
httpcontentparser.csv,0.3,0.02,0.26,0.04,0.07,0.22,0.37,0.27,0.61,0.06
mpgravity.csv,0.92,0.04,0.69,0.6,0.27,0.71,0.93,0.67,0.73,0.64
patterntesting.csv,0.66,0.6,0.9,0.19,0.17,0.94,0.68,0.8,0.85,0.86
roller.csv,0.65,0.69,0.74,0.13,0.32,0.65,0.95,0.29,0.73,0.96
xfce.csv,0.55,0.71,0.79,1.0,1.0,0.45,0.49,0.71,0.61,0.38
