,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.31,0.18,0.27,0.05,0.96,0.12,0.36
gisgraphy.csv,0.5,0.57,0.62,0.05,0.39,0.76,0.91
haggle.csv,0.25,0.3,0.99,0.33,0.26,0.59,0.18
java-gnome.csv,0.81,0.3,0.47,1.0,0.57,0.41,0.5
magicwars.csv,0.75,0.96,0.99,0.98,0.96,0.94,0.95
orc.csv,0.81,0.22,0.08,0.3,0.22,0.24,0.36
servicestack.csv,0.44,0.34,0.65,0.26,0.57,0.94,0.55
