,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.91,0.98,0.75,0.75,0.73,0.5,0.91
gisgraphy.csv,0.9,0.46,0.63,0.88,0.83,0.51,0.75
haggle.csv,0.93,0.84,0.56,0.65,0.86,0.64,0.92
java-gnome.csv,0.33,0.99,0.43,0.41,0.43,0.58,0.37
magicwars.csv,0.3,0.68,0.48,0.38,0.34,0.41,0.31
orc.csv,0.92,0.73,0.89,0.84,0.94,0.88,0.84
servicestack.csv,0.67,0.71,0.49,0.7,0.56,0.69,0.42
