,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,1.0,1.0,1.0,1.0,0.95,0.06,0.87
clamav.csv,0.62,0.58,0.76,0.51,0.1,0.47,0.43
k3b.csv,0.8,0.83,0.84,0.0,0.39,0.65,0.76
kindb.csv,0.76,0.56,0.65,0.57,0.73,0.47,0.0
pclasses.csv,0.27,1.0,1.0,1.0,1.0,0.96,1.0
re2c.csv,0.83,0.0,0.78,0.76,0.58,0.81,0.83
thrust.csv,1.02,1.02,0.24,0.79,0.7,0.54,0.68
