,f1,g,recall,precision,pf,wins
acdk.csv,0.38,0.42,0.37,0.55,0.17,7
all-plasm.csv,0.29,0.34,0.29,0.53,0.14,3
awemud.csv,0.43,0.44,0.42,0.44,0.33,6
buddata-ebxml-registry.csv,0.59,0.27,0.98,0.44,0.93,5
bullet.csv,0.47,0.48,0.51,0.52,0.38,8
dvd-create.csv,0.6,0.61,0.79,0.5,0.68,16
gbif-indexingtoolkit.csv,0.35,0.36,0.35,0.39,0.38,1
go.csv,0.59,0.57,0.67,0.49,0.54,15
gss.csv,0.62,0.51,0.82,0.51,0.8,9
jmule.csv,0.6,0.61,0.7,0.5,0.63,14
kwave.csv,0.59,0.54,0.92,0.42,0.75,11
libarchive.csv,0.6,0.51,0.81,0.49,0.67,12
linux-ntfs.csv,0.57,0.56,0.62,0.57,0.4,17
lsb.csv,0.57,0.48,0.61,0.54,0.43,13
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.46,0.47,0.56,0.26,10
qcad2.csv,0.56,0.56,0.58,0.56,0.27,18
qtwin.csv,0.16,0.17,0.14,0.36,0.07,0
stemkit.csv,0.34,0.35,0.31,0.5,0.19,2
xinity.csv,0.51,0.42,0.65,0.41,0.67,4
