,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.6,0.66,0.76,0.96,0.8,0.78,0.5,0.62,0.24,0.85,0.7,0.32,0.51,0.76,0.77,0.59,0.81,0.65,0.84
all-plasm.csv,0.6,0.97,0.88,0.96,1.0,0.91,0.87,0.6,0.21,0.61,0.33,0.72,0.68,0.79,0.79,0.82,0.97,0.96,0.71
awemud.csv,0.47,0.41,0.72,0.86,0.56,0.81,0.54,0.7,0.7,0.87,0.8,0.86,0.55,0.67,0.86,0.73,0.58,0.7,0.89
buddata-ebxml-registry.csv,0.93,1.0,0.86,0.72,1.0,1.0,0.74,0.92,0.8,0.89,0.97,0.78,0.96,0.96,0.95,1.0,0.07,0.76,1.0
bullet.csv,0.63,0.79,0.96,0.41,0.71,0.38,0.54,0.8,0.67,0.58,0.93,0.57,0.73,0.74,0.95,0.62,0.82,0.64,0.73
dvd-create.csv,0.63,0.73,0.75,1.04,0.24,0.41,0.86,0.7,0.58,0.97,0.85,0.91,0.77,0.71,0.61,0.77,0.45,0.59,0.64
gbif-indexingtoolkit.csv,0.66,0.8,0.74,0.9,0.71,0.86,0.77,0.52,0.87,1.08,0.61,0.8,0.86,0.64,0.59,0.7,0.96,0.79,0.97
go.csv,0.63,0.35,0.63,0.96,0.69,0.59,0.47,0.81,0.5,0.64,0.81,0.47,0.77,0.68,0.72,0.78,0.67,0.56,0.67
gss.csv,0.82,0.92,0.95,0.54,0.49,0.86,0.67,0.82,0.57,0.77,1.03,0.84,0.98,0.89,0.31,0.74,0.27,0.46,1.0
jmule.csv,0.74,0.42,0.49,0.92,0.52,0.7,0.66,0.82,1.0,0.68,0.64,0.42,0.69,0.73,0.72,0.94,0.63,0.59,0.22
kwave.csv,0.64,1.0,0.55,1.0,1.0,0.56,0.7,0.76,0.59,0.73,1.0,0.8,0.92,0.88,0.61,0.75,0.76,1.0,0.86
libarchive.csv,0.56,0.5,0.75,0.77,0.85,0.7,0.67,0.83,0.55,0.78,0.93,0.37,0.84,0.96,0.82,0.86,0.29,0.43,0.72
linux-ntfs.csv,0.55,0.66,0.88,0.3,0.41,0.5,0.68,0.56,0.84,0.71,0.94,0.58,0.59,0.81,0.81,0.51,0.95,0.55,0.65
lsb.csv,0.52,0.77,0.92,0.28,0.84,0.65,0.62,0.69,0.37,0.41,0.91,0.45,0.64,0.82,0.92,0.61,0.84,0.54,0.76
mp-rechnungs-und-kundenverwaltung.csv,0.67,0.68,0.76,0.89,0.81,0.63,0.43,0.73,0.31,1.0,0.91,0.73,0.56,0.79,0.57,0.68,0.72,0.52,0.8
qcad2.csv,0.61,0.65,0.76,0.85,0.82,0.7,0.38,0.65,0.32,0.84,0.74,0.4,0.54,0.7,0.42,0.57,0.82,0.43,0.5
qtwin.csv,0.91,1.0,1.0,1.0,1.0,0.97,0.92,0.7,0.09,1.0,0.73,0.86,0.87,0.73,0.83,0.65,0.84,1.0,0.71
stemkit.csv,0.94,0.76,0.85,0.49,0.89,0.71,0.98,0.66,0.37,0.3,0.85,0.42,0.89,0.75,0.49,0.81,0.86,0.71,0.96
xinity.csv,0.85,1.0,0.59,1.12,1.02,0.81,0.85,0.65,1.07,0.93,0.58,0.94,0.86,0.45,0.96,0.9,0.66,1.0,0.62
