,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.38,0.76,0.0,0.0,0.17,0.48,0.21
l2j.csv,0.0,0.48,0.38,0.74,0.33,0.74,0.0
libmesh.csv,0.1,0.06,0.0,0.12,0.61,0.12,0.0
mvdsv.csv,0.35,0.0,0.99,0.42,0.05,0.01,0.0
nova.csv,0.77,0.58,0.0,0.09,0.45,0.25,0.73
proftp.csv,0.0,0.6,0.0,0.79,0.15,0.1,0.0
