,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,1.0,0.76,1.0,1.0,0.96,0.75,1.0
l2j.csv,0.0,0.43,0.33,0.8,0.31,0.81,0.0
libmesh.csv,0.08,0.05,0.0,0.1,0.58,0.1,0.0
mvdsv.csv,0.31,0.0,1.0,0.37,0.04,0.01,0.0
nova.csv,0.77,0.62,0.0,0.07,0.42,0.21,1.0
proftp.csv,0.0,0.67,0.0,0.8,0.12,0.08,0.0
