,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.63,0.67,0.51,0.47,0.59,0.68,0.53,0.05,0.56,0.69,0.74,0.69,0.67,0.8,0.66,0.67,0.58,0.64
decidr.csv,0.73,0.8,0.68,0.61,0.74,0.77,0.84,0.78,0.64,0.68,0.02,0.72,0.83,0.7,0.75,0.72,0.7,0.82
elmo.csv,0.98,0.0,1.0,0.97,1.0,1.0,0.98,1.0,0.95,1.0,0.96,0.98,0.93,1.0,1.0,1.0,0.88,0.97
gpac.csv,0.79,0.62,0.76,0.66,0.71,0.79,0.85,0.83,0.79,0.71,0.73,0.04,0.74,0.79,0.84,0.86,0.55,0.78
illumination.csv,0.96,0.49,0.85,0.92,0.96,0.81,0.84,0.83,0.96,0.82,0.94,0.91,0.9,1.0,0.86,0.65,0.18,0.97
img-browse-sort.csv,0.72,0.92,0.6,0.54,0.82,0.53,0.5,0.56,0.58,0.63,0.57,0.83,0.66,0.63,0.53,0.0,0.73,0.57
jajuk.csv,0.59,0.55,0.57,0.04,0.49,0.65,0.43,0.62,0.59,0.66,0.6,0.67,0.66,0.79,0.67,0.56,0.62,0.75
ktc.csv,0.04,0.81,0.52,0.49,0.64,0.62,0.79,0.72,0.57,0.63,0.72,0.82,0.69,0.73,0.57,0.82,0.72,0.59
miranda.csv,0.51,0.5,0.71,0.71,0.54,0.73,0.81,0.77,0.6,0.73,0.84,0.83,0.65,0.8,0.53,0.77,0.8,0.03
neoengine.csv,0.44,0.93,0.02,0.49,0.51,0.71,0.69,0.8,0.51,0.66,0.54,0.77,0.79,0.8,0.6,0.39,0.72,0.59
nicepress.csv,0.56,0.88,0.55,0.74,0.63,0.71,0.9,0.83,0.5,0.03,0.83,0.76,0.78,1.01,0.54,0.66,0.6,0.62
omseek.csv,0.9,1.01,0.87,0.62,1.0,0.78,0.68,0.84,0.88,0.66,0.78,0.83,0.89,0.62,0.09,0.77,0.8,0.88
rosegarden.csv,0.46,0.7,0.54,0.61,0.58,0.63,0.68,0.64,0.06,0.54,0.68,0.73,0.65,0.74,0.58,0.72,0.9,0.56
smarttag.csv,0.72,0.74,0.77,0.8,0.83,0.78,0.83,0.6,0.68,0.71,0.84,0.77,0.55,0.0,0.6,0.93,1.01,0.79
sylpheed-claws.csv,0.45,0.74,0.46,0.5,0.65,0.58,0.77,0.72,0.51,0.65,0.55,0.65,0.04,0.54,0.5,0.78,0.79,0.6
vapor.csv,0.74,1.0,0.87,0.89,0.92,0.08,0.83,0.9,0.81,0.58,0.84,1.0,0.89,0.83,0.68,0.93,0.74,0.81
zorannt.csv,0.61,0.78,0.63,0.58,0.17,0.77,0.66,0.94,0.81,0.71,0.74,0.75,0.92,0.68,0.78,0.56,0.69,0.7
zscreen.csv,0.52,0.7,0.7,0.48,0.84,0.68,0.07,0.6,0.62,0.71,0.78,0.79,0.58,0.87,0.67,0.86,0.65,0.64
