,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.46,0.08,0.5,0.65,0.19,0.28,0.76,0.98,0.37,0.35,0.56,0.58,0.51,0.24,0.14,0.28,0.27,0.71
decidr.csv,0.41,0.07,0.41,0.54,0.15,0.25,0.62,0.68,0.33,0.39,0.99,0.54,0.44,0.27,0.12,0.26,0.25,0.68
elmo.csv,0.22,1.0,0.0,0.31,0.0,0.0,0.5,0.0,0.2,0.0,0.54,0.25,0.53,0.0,0.0,0.0,0.33,0.53
gpac.csv,0.47,0.15,0.55,0.59,0.28,0.27,0.56,0.68,0.35,0.5,0.6,0.98,0.6,0.43,0.1,0.25,0.32,0.66
illumination.csv,0.29,0.14,0.28,0.32,0.2,0.2,0.52,0.58,0.17,0.31,0.38,0.71,0.52,0.0,0.07,0.38,1.0,0.46
img-browse-sort.csv,0.43,0.03,0.54,0.63,0.14,0.36,0.75,0.79,0.38,0.39,0.68,0.53,0.51,0.33,0.19,1.0,0.2,0.75
jajuk.csv,0.48,0.11,0.47,0.98,0.23,0.29,0.81,0.73,0.36,0.39,0.64,0.59,0.55,0.22,0.12,0.33,0.25,0.69
ktc.csv,0.99,0.09,0.59,0.64,0.26,0.33,0.59,0.68,0.51,0.41,0.64,0.48,0.63,0.25,0.17,0.25,0.22,0.76
miranda.csv,0.54,0.13,0.41,0.68,0.27,0.25,0.82,0.69,0.42,0.36,0.75,0.49,0.63,0.38,0.2,0.6,0.17,0.99
neoengine.csv,0.62,0.07,0.98,0.65,0.27,0.26,0.64,0.67,0.42,0.38,0.75,0.56,0.5,0.21,0.14,0.45,0.21,0.73
nicepress.csv,0.69,0.04,0.56,0.7,0.28,0.3,0.62,0.59,0.52,1.0,0.82,0.53,0.43,0.0,0.29,0.36,0.31,0.73
omseek.csv,0.42,0.0,0.79,0.53,0.0,0.28,0.68,0.68,0.55,0.38,0.53,0.67,0.71,0.33,1.0,0.75,0.17,0.71
rosegarden.csv,0.75,0.08,0.57,0.67,0.21,0.3,0.65,0.71,0.97,0.49,0.61,0.61,0.56,0.26,0.17,0.33,0.17,0.74
smarttag.csv,0.63,0.06,0.7,0.7,0.22,0.32,1.0,0.74,0.49,0.5,0.76,0.61,0.66,1.0,0.19,0.2,0.0,0.8
sylpheed-claws.csv,0.59,0.06,0.58,0.68,0.19,0.33,0.61,0.67,0.44,0.38,0.67,0.59,0.99,0.36,0.18,0.22,0.17,0.72
vapor.csv,0.38,0.0,0.27,0.38,0.11,1.0,0.64,0.77,0.23,0.42,0.47,0.0,0.68,0.21,0.12,0.17,0.25,0.59
zorannt.csv,0.56,0.06,0.48,0.64,1.0,0.23,0.67,0.67,0.31,0.34,0.55,0.57,0.49,0.29,0.09,0.5,0.23,0.73
zscreen.csv,0.53,0.08,0.4,0.62,0.13,0.31,0.96,0.73,0.34,0.37,0.59,0.55,0.57,0.28,0.13,0.26,0.24,0.7
