,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.63,0.57,0.67,0.66,0.65,0.58,0.59,0.98,0.64,0.52,0.56,0.61,0.54,0.51,0.66,0.58,0.62,0.65
decidr.csv,0.56,0.52,0.61,0.62,0.57,0.53,0.48,0.55,0.59,0.63,0.98,0.54,0.49,0.5,0.57,0.55,0.64,0.51
elmo.csv,0.02,1.0,0.0,0.04,0.0,0.0,0.02,0.0,0.07,0.0,0.05,0.02,0.09,0.0,0.0,0.0,0.15,0.05
gpac.csv,0.27,0.45,0.29,0.42,0.35,0.28,0.23,0.22,0.27,0.35,0.38,0.96,0.33,0.25,0.21,0.18,0.56,0.31
illumination.csv,0.05,0.62,0.35,0.34,0.05,0.41,0.31,0.36,0.06,0.26,0.1,0.11,0.13,0.0,0.27,0.42,0.85,0.04
img-browse-sort.csv,0.6,0.23,0.49,0.57,0.26,0.72,0.69,0.54,0.55,0.61,0.55,0.5,0.56,0.69,0.6,1.0,0.54,0.58
jajuk.csv,0.58,0.71,0.7,0.97,0.68,0.57,0.67,0.68,0.58,0.63,0.59,0.62,0.68,0.39,0.59,0.65,0.58,0.58
ktc.csv,0.97,0.24,0.57,0.63,0.44,0.51,0.32,0.41,0.5,0.52,0.36,0.27,0.39,0.49,0.55,0.5,0.39,0.51
miranda.csv,0.64,0.62,0.61,0.35,0.56,0.43,0.24,0.56,0.5,0.37,0.19,0.48,0.42,0.25,0.58,0.27,0.33,0.99
neoengine.csv,0.67,0.27,0.98,0.62,0.6,0.51,0.53,0.53,0.62,0.51,0.54,0.57,0.54,0.43,0.61,0.75,0.55,0.67
nicepress.csv,0.5,0.39,0.55,0.3,0.44,0.4,0.13,0.42,0.57,0.98,0.2,0.53,0.41,0.0,0.53,0.42,0.51,0.53
omseek.csv,0.37,0.0,0.16,0.57,0.0,0.56,0.65,0.2,0.15,0.6,0.5,0.21,0.13,0.52,0.93,0.27,0.42,0.15
rosegarden.csv,0.6,0.43,0.56,0.46,0.54,0.58,0.52,0.56,0.95,0.58,0.45,0.34,0.47,0.39,0.55,0.35,0.14,0.63
smarttag.csv,0.34,0.43,0.27,0.25,0.2,0.28,0.2,0.56,0.39,0.35,0.19,0.29,0.54,1.0,0.49,0.1,0.0,0.26
sylpheed-claws.csv,0.68,0.43,0.64,0.6,0.46,0.62,0.52,0.55,0.6,0.56,0.6,0.6,0.97,0.63,0.68,0.4,0.38,0.61
vapor.csv,0.45,0.0,0.22,0.16,0.11,0.93,0.24,0.12,0.37,0.6,0.25,0.0,0.15,0.24,0.47,0.1,0.33,0.31
zorannt.csv,0.47,0.52,0.47,0.52,0.86,0.49,0.59,0.24,0.25,0.46,0.51,0.58,0.3,0.6,0.34,0.51,0.44,0.39
zscreen.csv,0.71,0.43,0.42,0.73,0.48,0.65,0.99,0.58,0.64,0.6,0.56,0.54,0.69,0.42,0.62,0.46,0.62,0.56
