,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.47,0.51,0.46,0.46,0.54,0.42,0.47,0.4,0.53,0.59,0.42,0.35,0.52,0.46,0.5,0.45,0.54,0.4
decidr.csv,0.51,0.61,0.52,0.47,0.6,0.55,0.41,0.45,0.58,0.49,0.45,0.44,0.52,0.38,0.52,0.39,0.4,0.35
elmo.csv,0.89,0.8,0.0,0.92,0.75,0.0,0.5,0.0,0.97,0.67,0.96,0.75,0.93,0.0,0.9,0.5,0.83,0.93
gpac.csv,0.86,0.77,0.9,0.68,0.84,0.91,0.88,0.89,0.86,0.77,0.72,0.49,0.77,0.86,0.9,0.88,0.61,0.7
illumination.csv,0.94,0.68,0.74,0.67,0.8,0.61,0.72,0.75,0.97,0.96,0.99,0.86,0.96,0.67,0.8,0.77,0.93,0.92
img-browse-sort.csv,0.47,0.68,0.61,0.53,0.69,0.51,0.5,0.49,0.62,0.51,0.5,0.37,0.5,0.42,0.69,0.77,0.49,0.42
jajuk.csv,0.5,0.37,0.41,0.43,0.46,0.47,0.46,0.31,0.62,0.46,0.44,0.39,0.41,0.52,0.52,0.37,0.5,0.35
ktc.csv,0.5,0.64,0.47,0.49,0.63,0.56,0.68,0.55,0.6,0.55,0.69,0.67,0.58,0.5,0.56,0.33,0.52,0.44
miranda.csv,0.49,0.78,0.54,0.79,0.67,0.65,0.91,0.37,0.69,0.64,0.99,0.43,0.6,0.75,0.73,0.8,0.62,0.4
neoengine.csv,0.5,0.49,0.58,0.49,0.6,0.62,0.51,0.4,0.56,0.56,0.5,0.34,0.46,0.5,0.58,0.5,0.46,0.36
nicepress.csv,0.63,0.78,0.5,0.83,0.66,0.57,0.88,0.7,0.58,0.6,0.99,0.47,0.73,0.75,0.69,0.64,0.69,0.41
omseek.csv,0.37,0.86,0.95,0.52,0.83,0.39,0.4,0.88,0.95,0.48,0.51,0.93,0.94,0.62,0.97,0.75,0.52,0.97
rosegarden.csv,0.54,0.5,0.59,0.62,0.72,0.58,0.57,0.58,0.66,0.63,0.58,0.75,0.72,0.47,0.65,0.83,0.92,0.4
smarttag.csv,0.92,0.35,0.97,0.97,0.94,0.95,0.88,0.4,0.85,0.64,0.99,0.7,0.46,0.79,0.65,0.8,0.89,0.98
sylpheed-claws.csv,0.45,0.39,0.55,0.52,0.57,0.44,0.46,0.42,0.54,0.56,0.43,0.37,0.5,0.48,0.49,0.43,0.49,0.37
vapor.csv,0.62,0.0,0.9,0.98,0.94,0.83,0.93,0.92,0.64,0.54,0.97,0.0,0.95,0.79,0.66,0.83,0.85,0.85
zorannt.csv,0.62,0.58,0.52,0.59,0.95,0.57,0.49,0.41,0.99,0.64,0.56,0.37,0.44,0.47,0.76,0.67,0.68,0.58
zscreen.csv,0.42,0.42,0.77,0.39,0.62,0.4,0.46,0.4,0.53,0.47,0.4,0.39,0.39,0.43,0.52,0.33,0.4,0.52
