,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.55,0.54,0.41,0.31,0.5,0.58,0.3,0.04,0.47,0.51,0.67,0.64,0.5,0.72,0.63,0.55,0.46,0.59
decidr.csv,0.64,0.78,0.62,0.51,0.68,0.68,0.81,0.76,0.51,0.64,0.02,0.57,0.74,0.49,0.71,0.61,0.69,0.81
elmo.csv,0.04,0.0,0.0,0.07,0.03,0.0,0.04,0.0,0.09,0.04,0.05,0.06,0.06,0.03,0.04,0.05,0.06,0.06
gpac.csv,0.18,0.16,0.12,0.24,0.13,0.23,0.26,0.18,0.17,0.16,0.29,0.02,0.17,0.1,0.2,0.16,0.29,0.28
illumination.csv,0.07,0.28,0.52,0.63,0.03,0.55,0.44,0.51,0.1,0.26,0.17,0.04,0.09,0.08,0.41,0.21,0.0,0.06
img-browse-sort.csv,0.67,0.45,0.23,0.28,0.23,0.49,0.41,0.27,0.35,0.54,0.33,0.79,0.52,0.62,0.31,0.0,0.6,0.37
jajuk.csv,0.42,0.51,0.53,0.02,0.39,0.51,0.26,0.59,0.41,0.59,0.43,0.62,0.64,0.46,0.56,0.47,0.46,0.74
ktc.csv,0.01,0.15,0.23,0.31,0.19,0.34,0.33,0.37,0.18,0.38,0.23,0.3,0.18,0.54,0.3,0.79,0.32,0.29
miranda.csv,0.36,0.3,0.68,0.13,0.24,0.42,0.07,0.76,0.26,0.3,0.07,0.72,0.21,0.13,0.27,0.05,0.37,0.03
neoengine.csv,0.26,0.93,0.01,0.29,0.26,0.52,0.52,0.76,0.33,0.43,0.21,0.74,0.78,0.56,0.47,0.32,0.58,0.54
nicepress.csv,0.14,0.64,0.24,0.1,0.17,0.3,0.11,0.61,0.19,0.0,0.05,0.66,0.49,0.1,0.15,0.24,0.28,0.37
omseek.csv,0.89,0.1,0.02,0.46,0.04,0.76,0.67,0.16,0.04,0.57,0.65,0.11,0.04,0.36,0.0,0.03,0.54,0.1
rosegarden.csv,0.12,0.36,0.24,0.19,0.33,0.49,0.48,0.47,0.01,0.3,0.35,0.23,0.31,0.36,0.32,0.21,0.15,0.45
smarttag.csv,0.11,0.43,0.06,0.08,0.1,0.18,0.0,0.39,0.14,0.16,0.07,0.19,0.25,0.0,0.24,0.11,0.14,0.1
sylpheed-claws.csv,0.32,0.43,0.27,0.25,0.32,0.45,0.67,0.59,0.29,0.49,0.37,0.55,0.01,0.41,0.4,0.47,0.45,0.48
vapor.csv,0.48,0.0,0.3,0.19,0.12,0.0,0.19,0.06,0.47,0.43,0.32,0.0,0.05,0.28,0.41,0.13,0.23,0.36
zorannt.csv,0.24,0.67,0.27,0.25,0.0,0.61,0.56,0.94,0.19,0.45,0.58,0.72,0.92,0.62,0.36,0.16,0.37,0.24
zscreen.csv,0.47,0.36,0.35,0.43,0.79,0.66,0.07,0.43,0.55,0.67,0.77,0.74,0.55,0.87,0.62,0.84,0.58,0.47
