,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.98,0.65,0.35,0.31,0.17
aime.csv,0.5,0.4,0.39,0.08,0.88
badtrinitycore.csv,0.14,0.62,0.15,0.92,0.32
electric-core.csv,0.6,0.61,0.96,0.18,0.27
olsrd.csv,0.76,1.0,0.38,0.25,0.35
