,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.66,0.58,0.53,0.61,0.46,0.47,0.56,0.42
arcallians.csv,0.63,0.49,0.64,0.57,0.54,0.64,0.57,0.52
arianne.csv,0.53,0.58,0.75,0.54,0.38,0.42,0.64,0.62
cortex-vfx.csv,0.8,0.77,0.74,0.55,0.77,0.74,0.88,0.86
mbse.csv,0.52,0.52,0.5,0.55,0.76,0.51,0.59,0.74
multitude.csv,0.53,0.44,0.48,0.41,0.39,0.42,0.51,0.58
phonon-vlc-mplayer.csv,0.59,0.48,0.91,0.55,0.73,0.76,0.87,0.53
qgis.csv,0.71,0.54,0.71,0.4,0.91,0.51,0.67,0.44
