,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.38,0.5,0.71,0.3,0.75,0.98,0.46,0.99
arcallians.csv,0.42,0.68,0.7,0.98,0.69,0.4,0.46,0.77
arianne.csv,0.96,0.45,0.57,0.8,0.97,0.58,0.48,0.51
cortex-vfx.csv,0.23,0.33,0.51,0.34,0.4,0.33,0.23,0.94
mbse.csv,0.56,0.64,0.62,0.61,0.92,0.63,0.52,0.38
multitude.csv,0.35,0.64,0.7,0.64,0.85,0.82,0.98,0.57
phonon-vlc-mplayer.csv,0.5,0.73,0.99,0.75,0.37,0.32,0.28,0.65
qgis.csv,0.31,0.98,0.65,0.55,0.35,0.45,0.38,0.75
