,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,4.0,0.0,0.0,1.0,0.0,52.0,6.0,3.0,0.0,1.0,19.0,0.0,3.0,16.0,1.0,3.0
fontforge.csv,3.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,6.0,21.0,3.0
glas.csv,2.0,10.0,1.0,0.0,2.0,2.0,11.0,4.0,10.0,2.0,0.0,49.0,0.0,0.0,3.0,15.0,4.0
gmerlin.csv,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,7.0,4.0,0.0,7.0,0.0,5.0,1.0,5.0,0.0
hannosset.csv,0.0,1.0,0.0,2.0,1.0,0.0,52.0,54.0,132.0,78.0,0.0,8.0,2.0,0.0,0.0,115.0,0.0
hatari.csv,0.0,3.0,0.0,1.0,0.0,0.0,15.0,13.0,11.0,3.0,0.0,7.0,0.0,2.0,3.0,8.0,0.0
jaolt.csv,0.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,3.0,0.0,88.0,0.0,1.0,7.0,6.0,3.0
jcl.csv,1.0,0.0,64.0,0.0,471.0,0.0,52.0,4.0,12.0,0.0,0.0,5.0,0.0,91.0,74.0,0.0,0.0
ltp.csv,0.0,0.0,0.0,1.0,0.0,6.0,24.0,1.0,2.0,0.0,1.0,43.0,0.0,6.0,9.0,29.0,0.0
mia.csv,1.0,1.0,1.0,0.0,2.0,8.0,9.0,1.0,2.0,0.0,1.0,0.0,2.0,91.0,74.0,7.0,8.0
net-snmp.csv,0.0,0.0,0.0,4.0,0.0,1.0,52.0,8.0,8.0,4.0,0.0,17.0,1.0,0.0,74.0,9.0,0.0
opde.csv,1.0,1.0,3.0,0.0,2.0,3.0,52.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,20.0,7.0,6.0
oppna-program-hsatools.csv,0.0,0.0,1.0,0.0,0.0,2.0,50.0,14.0,23.0,0.0,0.0,8.0,1.0,9.0,12.0,3.0,5.0
powerfolder-.csv,0.0,0.0,64.0,2.0,0.0,6.0,1.0,2.0,1.0,1.0,0.0,9.0,0.0,91.0,74.0,3.0,2.0
qlc.csv,0.0,1.0,0.0,0.0,0.0,9.0,52.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,1.0
tcl.csv,0.0,3.0,0.0,0.0,1.0,12.0,52.0,1.0,132.0,0.0,0.0,5.0,2.0,5.0,74.0,115.0,5.0
