,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.37,0.69,0.43,0.4,0.38,0.97,0.0,0.4,0.31,0.09,0.44,0.71,0.51,0.42,0.2,0.57,0.47
fontforge.csv,0.28,0.66,0.39,0.47,0.48,0.62,0.94,0.97,0.58,0.5,0.4,0.25,0.36,0.22,0.57,0.56,0.45
glas.csv,0.53,0.37,0.32,0.43,0.65,0.38,0.95,0.61,0.59,0.16,0.4,0.56,0.49,0.96,0.67,0.55,0.38
gmerlin.csv,0.18,0.49,0.09,0.24,0.09,0.45,0.99,0.56,0.13,0.3,0.37,0.44,0.25,0.04,0.2,0.54,0.95
hannosset.csv,0.41,0.07,0.2,0.19,0.67,0.21,0.0,0.0,0.0,0.0,0.11,0.07,0.17,0.23,1.0,0.0,0.19
hatari.csv,0.48,0.63,0.82,0.54,0.71,0.43,0.92,0.13,0.54,0.52,0.62,0.67,0.42,0.1,0.54,0.45,0.22
jaolt.csv,0.51,0.6,0.42,0.53,0.6,0.44,0.92,0.6,0.67,0.61,0.61,0.43,0.99,0.35,0.51,0.53,0.49
jcl.csv,0.09,0.3,0.0,0.23,0.0,0.02,0.0,0.05,0.13,0.45,0.06,0.26,0.1,0.0,0.0,0.88,0.35
ltp.csv,0.36,0.35,0.48,0.36,0.98,0.47,0.85,0.46,0.37,0.5,0.28,0.13,0.38,0.45,0.73,0.24,0.22
mia.csv,0.09,0.34,0.34,0.32,0.61,0.27,0.96,0.45,0.43,0.47,0.18,0.95,0.05,0.0,0.0,0.47,0.0
net-snmp.csv,0.94,0.6,0.28,0.36,0.46,0.36,0.0,0.57,0.58,0.4,0.46,0.62,0.48,0.4,0.0,0.4,0.47
opde.csv,0.39,0.62,0.55,0.9,0.29,0.57,0.0,0.67,0.6,0.39,0.54,0.7,0.6,0.17,0.53,0.45,0.49
oppna-program-hsatools.csv,0.57,0.62,0.6,0.0,0.35,0.64,0.17,0.0,0.33,0.09,0.99,0.05,0.13,0.31,0.62,0.21,0.49
powerfolder-.csv,0.12,0.95,0.0,0.05,0.07,0.2,1.0,0.5,0.13,0.27,0.21,0.2,0.27,0.0,0.0,0.63,0.04
qlc.csv,0.24,0.62,0.28,0.19,0.15,0.21,0.0,0.25,0.95,0.16,0.14,0.2,0.15,0.31,0.38,0.33,0.29
tcl.csv,0.12,0.07,0.04,0.19,0.12,0.11,0.0,0.64,0.0,0.93,0.24,0.13,0.05,0.1,0.0,0.0,0.07
