,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.4,0.41,0.4,0.27,0.67,0.98,0.0,0.36,0.1,0.49,0.95,0.13,0.71,0.34,0.03,0.15,0.36
fontforge.csv,0.4,0.39,0.71,0.41,0.72,0.49,0.08,1.0,0.23,0.51,0.88,0.05,0.79,0.44,0.08,0.14,0.38
glas.csv,0.61,0.22,0.47,0.34,0.75,0.35,0.08,0.47,0.17,0.5,0.86,0.11,0.74,0.97,0.15,0.12,0.31
gmerlin.csv,0.6,0.47,1.0,0.56,0.45,0.48,0.25,0.54,0.12,0.43,0.92,0.26,0.83,0.14,0.07,0.12,1.0
hannosset.csv,0.58,0.33,0.71,0.57,0.78,0.38,0.0,0.0,0.0,0.0,0.83,0.05,0.71,0.54,1.0,0.0,0.45
hatari.csv,0.55,0.49,1.0,0.35,0.78,0.46,0.06,0.41,0.14,0.48,1.0,0.12,0.84,0.5,0.19,0.12,0.3
jaolt.csv,0.45,0.34,0.52,0.39,0.72,0.43,0.06,0.48,0.25,0.53,0.94,0.07,1.0,0.61,0.09,0.18,0.35
jcl.csv,0.3,0.89,0.0,0.28,0.0,1.0,0.0,0.14,0.09,0.45,1.0,0.12,0.86,0.0,0.0,1.0,0.48
ltp.csv,0.54,0.26,0.54,0.44,0.99,0.45,0.04,0.37,0.15,0.67,0.79,0.04,0.71,0.58,0.12,0.07,0.32
mia.csv,0.43,0.82,0.36,0.39,0.74,0.39,0.1,0.48,0.21,0.48,0.62,1.0,0.43,0.0,0.0,0.1,0.33
net-snmp.csv,0.97,0.47,0.47,0.36,0.68,0.43,0.0,0.45,0.2,0.52,0.94,0.15,0.79,0.65,0.0,0.12,0.39
opde.csv,0.44,0.34,0.45,1.0,0.68,0.45,0.0,0.51,0.17,0.49,0.84,0.16,0.81,0.56,0.08,0.14,0.3
oppna-program-hsatools.csv,0.48,0.33,0.48,0.36,0.71,0.48,0.02,0.42,0.14,0.48,1.0,0.09,0.72,0.33,0.1,0.13,0.29
powerfolder-.csv,0.67,1.0,0.0,0.25,0.42,0.39,0.5,0.58,0.17,0.53,0.9,0.17,0.89,0.0,0.0,0.18,0.25
qlc.csv,0.67,0.45,0.7,0.44,0.81,0.34,0.0,0.42,1.0,0.38,0.81,0.08,0.9,0.37,0.2,0.21,0.4
tcl.csv,0.44,0.29,0.14,0.22,0.72,0.25,0.0,0.53,0.0,1.0,0.91,0.04,0.6,0.18,0.0,0.0,0.29
