,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.53,0.63,0.58,0.81,0.4,0.83,1.0,1.0
decidr.csv,0.84,0.73,0.7,0.83,0.72,0.69,0.0,1.0
exist.csv,0.4,0.87,0.63,0.86,0.7,0.8,1.0,1.0
ivatamasks.csv,0.73,0.83,0.6,0.89,0.77,0.81,1.0,1.0
libopenmetaverse.csv,1.0,1.0,0.83,0.61,1.0,0.48,0.0,0.25
mule.csv,0.43,0.72,0.2,0.42,0.21,0.72,1.0,0.88
runuomondains.csv,0.98,0.45,0.13,0.36,0.8,0.47,0.0,0.75
