,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.82,0.0,0.69,0.68,0.68,0.84,0.64,0.67,0.79,0.75,0.59,0.92,0.48,0.75
customwars.csv,0.12,0.07,0.1,0.07,0.07,0.36,0.06,0.04,0.0,0.16,0.09,0.35,0.11,0.1
firebreath.csv,0.68,0.3,0.71,0.31,0.41,0.43,0.0,0.37,0.56,0.45,0.51,0.54,0.39,0.75
gss.csv,0.82,0.87,0.81,0.92,0.93,0.73,0.62,0.8,0.76,0.68,0.7,0.85,0.82,0.0
irplus.csv,0.38,0.33,0.46,0.4,0.52,0.39,0.43,0.48,0.54,0.0,0.24,0.58,0.36,0.3
kwave.csv,0.25,0.17,0.17,0.24,0.64,0.02,0.21,0.27,0.31,0.14,0.17,0.31,0.05,0.0
liferea.csv,0.25,0.07,0.29,0.21,0.0,0.12,0.09,0.08,0.43,0.23,0.14,0.5,0.0,0.35
plearn.csv,0.0,0.4,0.54,0.21,0.3,0.48,0.24,0.21,0.2,0.41,0.46,0.15,0.61,0.55
psrchive.csv,0.03,0.1,0.12,0.0,0.27,0.02,0.08,0.06,0.12,0.18,0.08,0.27,0.11,0.3
qcad2.csv,0.43,0.43,0.35,0.4,0.8,0.3,0.12,0.02,0.36,0.57,0.33,0.62,0.43,0.5
tzod.csv,0.36,0.3,0.0,0.13,0.39,0.27,0.18,0.31,0.39,0.23,0.22,0.65,0.16,0.2
wxcode.csv,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.04,0.0,0.0
xinity.csv,0.48,0.27,0.35,0.41,0.3,0.36,0.23,0.2,0.6,0.55,0.38,0.0,0.25,0.65
xmoto.csv,0.69,0.53,0.38,0.52,0.86,0.29,0.31,0.53,0.67,0.48,0.46,0.54,0.0,0.35
