,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.83,0.01,0.7,0.71,0.72,0.84,0.66,0.69,0.8,0.77,0.61,0.93,0.63,0.8
customwars.csv,0.92,0.77,0.97,0.86,1.0,0.89,0.85,0.73,0.06,0.85,1.0,0.77,0.65,0.77
firebreath.csv,0.76,0.52,0.78,0.59,0.56,0.66,0.08,0.59,0.61,0.58,0.59,0.73,0.57,0.81
gss.csv,0.82,0.88,0.81,0.92,0.93,0.76,0.66,0.81,0.78,0.72,0.75,0.85,0.82,0.03
irplus.csv,0.58,0.57,0.55,0.88,0.61,0.59,0.64,0.67,0.64,0.0,0.49,0.74,0.57,0.73
kwave.csv,0.64,0.64,0.8,0.49,0.68,0.07,0.65,0.68,0.56,0.73,0.73,0.68,0.64,0.83
liferea.csv,0.75,0.72,0.63,0.61,0.08,0.82,0.87,0.8,0.6,0.53,0.59,0.81,0.67,0.69
plearn.csv,0.02,0.73,0.89,0.75,0.9,0.69,0.74,0.84,0.9,0.76,0.48,0.84,0.76,0.61
psrchive.csv,0.9,0.89,0.97,0.21,0.96,0.94,0.9,0.94,0.89,0.98,0.86,0.67,0.95,0.85
qcad2.csv,0.69,0.64,0.6,0.76,0.85,0.58,0.71,0.03,0.46,0.67,0.66,0.77,0.7,0.68
tzod.csv,0.63,0.67,0.04,0.59,0.49,0.74,0.71,0.49,0.61,0.57,0.48,0.75,0.55,0.45
wxcode.csv,0.97,0.99,0.96,0.93,0.92,1.0,1.0,0.98,1.0,0.96,0.0,0.98,0.97,0.97
xinity.csv,0.65,0.62,0.72,0.71,0.75,0.83,0.67,0.52,0.76,0.73,0.81,0.02,0.63,0.88
xmoto.csv,0.71,0.66,0.53,0.54,0.86,0.69,0.6,0.59,0.76,0.6,0.54,0.68,0.03,0.61
