,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.64,0.32,0.48,0.69
jajuk.csv,0.79,0.37,0.44,0.79
vapor.csv,0.66,0.25,0.51,0.79
zorannt.csv,0.62,0.45,0.39,0.49
