,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,198.0,294.0,286.5,297.0
jajuk.csv,99.0,196.0,383.5,99.0
vapor.csv,198.0,393.5,286.0,198.0
zorannt.csv,388.0,97.5,189.0,94.5
