,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.48,0.83,0.36,0.53,0.42,0.6
chaperon.csv,0.75,0.84,0.65,0.89,0.68,0.6
mule.csv,0.4,0.83,0.62,0.64,0.43,0.51
nunit.csv,0.59,0.59,0.49,0.61,0.77,0.65
springside.csv,0.37,0.43,0.41,0.37,0.43,0.55
swtfox.csv,0.49,0.53,0.71,0.56,0.74,0.53
