,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.22,0.04,0.78,0.29,0.0,0.28
chaperon.csv,0.31,0.18,0.43,0.1,0.75,0.32
mule.csv,0.44,0.04,0.29,0.23,0.25,0.32
nunit.csv,0.23,0.39,0.51,0.33,0.25,0.24
springside.csv,0.62,0.3,0.66,0.83,0.25,0.3
swtfox.csv,0.74,0.82,0.23,0.67,0.75,0.62
