,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.75,0.33,0.27,0.07,1.0,0.31
chaperon.csv,0.63,0.45,0.35,0.44,0.86,0.28
mule.csv,0.71,0.33,0.27,0.0,0.98,0.4
nunit.csv,0.72,0.44,0.27,0.11,0.92,0.43
springside.csv,0.66,0.59,0.26,0.07,0.97,0.39
swtfox.csv,0.6,0.34,0.63,0.06,0.87,0.19
