,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.54,0.07,0.35,0.11,0.89,0.37
chaperon.csv,0.45,0.35,0.36,0.62,0.49,0.36
mule.csv,0.71,0.07,0.21,0.0,0.88,0.53
nunit.csv,0.51,0.5,0.28,0.18,0.35,0.52
springside.csv,0.72,0.69,0.31,0.13,0.75,0.5
swtfox.csv,0.65,0.49,0.64,0.11,0.51,0.28
