,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.7,0.53,0.64,0.02,0.63,0.78,0.66
jnode.csv,0.94,0.19,1.07,0.57,0.87,1.01,0.92
mcmc-jags.csv,0.68,0.88,0.07,0.74,0.69,0.55,0.47
metacosm.csv,0.82,1.0,0.81,0.86,0.79,0.79,0.11
miranda-icq.csv,0.82,0.55,0.76,0.55,0.06,0.63,0.67
quarkplusplus.csv,0.71,0.66,0.5,0.98,0.8,0.03,0.51
selenium.csv,0.05,0.65,0.77,0.76,0.73,0.64,0.71
