,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.49,0.11,0.38,0.99,0.41,0.53,0.48
jnode.csv,0.11,0.9,0.05,0.56,0.18,0.0,0.22
mcmc-jags.csv,0.69,0.04,0.97,0.4,0.34,0.61,0.68
metacosm.csv,0.3,0.0,0.26,0.23,0.28,0.32,0.94
miranda-icq.csv,0.29,0.11,0.29,0.58,0.96,0.5,0.46
quarkplusplus.csv,0.57,0.09,0.5,0.04,0.28,0.98,0.64
selenium.csv,0.97,0.08,0.28,0.43,0.43,0.49,0.51
