,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.45,0.75,0.47,1.0,0.63,0.71,0.44
jnode.csv,0.07,0.81,0.07,0.51,0.15,0.0,0.19
mcmc-jags.csv,0.85,0.25,0.93,0.35,0.48,0.71,0.74
metacosm.csv,0.18,0.0,0.2,0.14,0.21,0.21,0.89
miranda-icq.csv,0.18,0.56,0.33,0.47,0.94,0.38,0.33
quarkplusplus.csv,0.62,0.81,0.73,0.02,0.21,1.0,0.7
selenium.csv,0.95,0.5,0.33,0.41,0.83,0.5,0.56
