,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.58,0.21,0.76,0.88,0.6,0.44,0.57,0.87,0.63,0.86,0.47,0.86,0.21,0.36,0.84,0.84,0.6,0.3,0.46
boost-sandbox.csv,0.63,0.52,0.86,0.37,0.2,0.19,0.26,0.41,0.45,0.33,0.63,0.59,0.69,0.99,0.84,0.73,0.61,0.8,0.87
dspace-gsoc.csv,0.45,0.03,0.28,0.58,0.2,0.31,0.17,0.51,0.58,0.58,0.65,0.51,0.76,0.66,0.37,0.46,0.45,0.44,0.38
enlightenment.csv,0.98,0.97,1.0,1.0,1.0,1.0,0.39,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0
fceugc.csv,0.35,0.0,0.2,0.65,0.2,0.28,0.53,0.31,0.68,0.68,0.26,0.35,0.38,0.46,0.42,0.07,0.15,0.19,0.5
gnukeda.csv,0.87,0.17,0.38,0.9,0.0,0.25,0.27,0.67,0.37,0.65,0.93,0.78,0.59,0.95,0.58,0.77,0.18,0.63,0.42
jaolt.csv,0.27,0.0,0.36,0.42,0.2,0.16,0.09,0.28,0.58,0.87,0.49,0.38,0.41,0.2,0.32,0.16,0.27,0.25,0.23
knowledge.csv,0.8,0.41,0.68,0.86,0.0,0.28,0.55,0.62,0.68,1.0,0.65,0.57,0.66,0.92,0.89,0.83,0.45,0.63,0.82
kowari.csv,0.37,0.24,0.48,0.66,0.6,0.28,0.44,0.59,0.55,0.23,0.7,0.62,0.45,0.62,0.53,0.45,0.65,0.62,0.87
lufa-lib.csv,0.68,0.31,0.74,0.19,0.8,0.5,0.46,0.36,0.45,0.22,0.65,0.49,0.59,0.73,0.42,0.3,0.77,0.85,0.36
maidsafe-dht.csv,0.23,0.17,0.24,0.87,0.0,0.19,0.17,0.62,0.58,0.58,0.58,0.59,0.14,0.15,0.58,0.15,0.52,0.24,0.26
pixel-commandos.csv,0.15,0.0,0.14,0.06,0.0,0.12,0.12,0.33,0.24,0.08,0.19,0.03,0.0,0.18,0.05,0.34,0.02,0.07,0.1
playerstage.csv,0.47,0.66,0.84,0.2,0.4,0.22,0.43,0.51,0.92,0.73,0.16,0.59,0.62,0.68,0.53,0.59,0.34,0.54,0.64
proftp.csv,0.1,0.0,0.22,0.11,0.2,0.19,0.0,0.23,0.16,0.17,0.14,0.27,0.0,0.0,0.05,0.0,0.22,0.12,0.12
tcvp.csv,0.02,0.03,0.02,0.02,0.0,0.06,0.12,0.05,0.0,0.0,0.05,0.0,0.07,0.23,0.05,0.01,0.0,0.25,0.07
theresa.csv,0.27,0.1,0.24,0.31,0.2,0.12,0.29,0.13,0.24,0.63,0.28,0.35,0.41,0.11,0.21,0.12,0.32,0.34,0.43
uwom.csv,0.62,0.03,0.0,0.28,0.0,0.34,0.55,0.56,0.11,0.56,0.35,0.41,0.38,0.64,0.16,0.25,0.0,0.3,0.25
xapian.csv,0.73,0.31,0.94,0.98,1.0,0.78,0.4,0.79,0.66,0.99,0.47,0.97,0.45,0.22,0.47,0.79,0.23,0.26,0.76
yaprm.csv,0.12,0.0,0.22,0.65,0.2,0.31,0.07,0.38,0.34,0.83,0.42,0.43,0.1,0.0,0.0,0.0,0.58,0.2,0.26
