,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.58,0.86,0.49,0.38,0.63,0.52,0.58,0.4,0.44,0.42,0.76,0.41,0.45,0.57,0.42,0.44,0.65,0.92,0.56
boost-sandbox.csv,0.56,0.68,0.45,0.5,0.3,0.48,0.22,0.67,0.38,0.46,0.48,0.22,0.52,0.05,0.46,0.56,0.41,0.24,0.37
dspace-gsoc.csv,0.67,0.26,0.93,0.55,0.6,0.52,0.36,0.59,0.55,0.62,0.64,0.75,0.56,0.5,0.72,0.39,0.6,0.7,0.61
enlightenment.csv,0.09,0.13,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
fceugc.csv,0.52,0.24,0.69,0.59,0.59,0.48,0.53,0.29,0.61,0.57,0.55,0.5,0.43,0.36,0.39,0.12,0.43,0.96,0.57
gnukeda.csv,0.41,0.44,0.66,0.35,0.51,0.77,0.39,0.5,0.3,0.51,0.27,0.41,0.44,0.2,0.58,0.5,0.4,0.75,0.64
jaolt.csv,0.71,0.09,0.9,0.64,0.54,0.49,0.28,0.35,0.59,0.41,0.66,0.7,0.63,0.13,0.25,0.14,0.6,0.75,0.68
knowledge.csv,0.56,0.7,0.7,0.43,0.85,0.72,0.62,0.46,0.5,0.0,0.62,0.72,0.65,0.27,0.37,0.45,0.74,0.75,0.5
kowari.csv,0.52,0.43,0.84,0.5,0.33,0.35,0.32,0.63,0.58,0.72,0.45,0.54,0.43,0.75,0.69,0.29,0.49,0.63,0.34
lufa-lib.csv,0.49,0.45,0.51,0.45,0.45,0.45,0.56,0.53,0.33,0.33,0.47,0.36,0.51,0.65,0.22,0.67,0.52,0.34,0.51
maidsafe-dht.csv,0.72,0.73,0.69,0.36,0.82,0.4,0.31,0.42,0.59,0.62,0.65,0.67,0.45,0.13,0.58,0.1,0.69,0.75,0.49
pixel-commandos.csv,0.17,0.34,0.0,0.17,0.4,0.3,0.15,0.26,0.36,0.0,0.43,0.16,0.19,0.13,0.07,0.45,0.05,0.99,0.27
playerstage.csv,0.32,0.62,0.49,0.71,0.72,0.55,0.64,0.64,0.3,0.47,0.38,0.53,0.6,0.41,0.6,0.63,0.45,0.67,0.61
proftp.csv,0.17,0.0,0.37,0.17,0.25,0.4,0.0,0.13,0.34,0.17,0.48,0.78,0.05,0.0,0.13,0.0,0.5,0.55,0.42
tcvp.csv,0.0,0.02,0.0,0.0,0.0,0.04,0.07,0.11,0.0,0.0,0.0,0.0,0.01,0.86,0.0,0.01,0.0,0.0,0.04
theresa.csv,0.66,0.42,0.94,0.53,0.48,0.32,0.45,0.19,0.45,0.6,0.37,0.63,0.51,0.0,0.4,0.16,0.56,0.53,0.61
uwom.csv,0.6,0.18,0.0,0.71,0.27,0.56,0.61,0.61,0.06,0.63,0.58,0.57,0.53,0.42,0.2,0.48,0.0,0.92,0.83
xapian.csv,0.57,0.64,0.22,0.09,0.0,0.56,0.53,0.48,0.57,0.05,0.73,0.13,0.64,0.26,0.59,0.52,0.74,0.75,0.59
yaprm.csv,0.25,0.0,0.69,0.52,0.19,0.49,0.06,0.27,0.68,0.43,0.45,0.79,0.18,0.0,0.0,0.0,0.51,0.76,0.46
