,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.57,0.49,0.6,0.52,0.63,0.03,0.13,0.57,0.58,0.46
fritzing.csv,0.79,0.64,0.72,0.61,0.87,0.02,0.29,0.29,0.63,0.55
jlinalg.csv,0.81,0.33,0.39,0.49,0.46,0.02,0.25,0.5,0.43,0.58
knowledge.csv,0.84,0.57,0.66,0.58,0.93,0.02,0.2,0.42,0.59,0.65
massiv.csv,0.21,0.42,0.45,0.0,0.0,0.33,0.0,0.56,0.0,0.0
multitude.csv,0.74,0.52,0.67,0.57,0.88,0.02,0.27,0.57,0.55,0.72
playerstage.csv,0.65,0.51,0.69,0.69,0.8,0.02,0.14,0.36,0.35,0.51
quarkplusplus.csv,0.84,0.6,0.61,0.5,0.75,0.03,0.11,0.53,0.61,0.58
rtrt-on-gpu.csv,0.28,0.36,0.31,0.32,0.48,0.0,0.64,0.0,0.22,0.4
superwaba.csv,0.4,0.64,0.64,0.55,0.76,0.02,0.22,0.58,0.49,0.5
