,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.74,0.75,0.53,0.64,0.97,0.02,0.2,0.5,0.62,0.73
fritzing.csv,0.84,0.6,0.69,0.6,0.96,0.01,0.5,0.33,0.55,0.68
jlinalg.csv,0.9,0.33,0.35,0.39,0.95,0.01,0.15,0.34,0.43,0.56
knowledge.csv,0.95,0.41,0.56,0.43,1.0,0.01,0.2,0.32,0.56,0.55
massiv.csv,1.0,0.71,0.66,0.0,0.0,0.2,0.0,0.52,0.0,0.0
multitude.csv,0.74,0.52,0.55,0.44,0.96,0.01,0.17,0.4,0.44,0.75
playerstage.csv,0.87,0.4,0.59,0.67,0.98,0.01,0.25,0.37,0.44,0.7
quarkplusplus.csv,0.84,0.56,0.56,0.68,1.0,0.02,0.12,0.37,0.6,0.64
rtrt-on-gpu.csv,1.0,0.28,0.46,0.29,0.84,0.0,0.53,0.0,0.24,0.48
superwaba.csv,0.87,0.62,0.62,0.66,0.98,0.01,0.25,0.44,0.69,0.68
