,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.79,0.64,0.66,0.59,0.57,0.55,0.9,0.45,0.52,0.68
fritzing.csv,0.56,0.41,0.4,0.48,0.45,0.54,0.8,0.78,0.53,0.59
jlinalg.csv,0.39,0.76,0.96,0.82,0.72,0.71,0.96,0.81,0.71,0.66
knowledge.csv,0.28,0.7,0.61,0.82,0.13,0.69,0.82,0.67,0.53,0.77
massiv.csv,0.88,0.7,0.67,1.0,1.0,0.03,1.0,0.47,1.0,1.0
multitude.csv,0.96,0.55,0.65,0.75,0.44,0.7,0.72,0.61,0.76,0.4
playerstage.csv,0.56,0.65,0.57,0.38,0.38,0.58,0.9,0.7,0.76,0.63
quarkplusplus.csv,0.59,0.45,0.6,0.62,0.4,0.54,0.91,0.72,0.49,0.58
rtrt-on-gpu.csv,0.84,0.86,0.81,0.89,1.04,1.07,0.25,1.01,0.94,0.78
superwaba.csv,0.75,0.4,0.5,0.56,0.42,0.59,0.81,0.5,0.64,0.63
