,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.19,0.17,0.25,0.04,0.21,0.29,0.0,0.96,0.2,0.06
fritzing.csv,0.44,0.59,0.99,0.48,0.74,0.54,0.12,0.39,0.46,0.4
jlinalg.csv,1.0,0.46,0.65,0.63,0.53,0.55,0.21,0.47,0.62,0.65
knowledge.csv,0.0,0.0,0.17,0.24,0.98,0.43,0.09,0.47,0.32,0.55
massiv.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.32,0.48,0.58,0.56,0.64,0.52,0.49,0.7,0.46,0.97
playerstage.csv,0.35,0.54,0.59,0.96,0.56,0.53,0.34,0.18,0.43,0.33
quarkplusplus.csv,0.58,0.19,0.3,0.45,0.48,0.93,0.34,0.56,0.93,0.21
rtrt-on-gpu.csv,0.51,0.54,0.5,0.41,0.52,0.78,1.0,0.53,0.65,0.44
superwaba.csv,0.5,0.98,0.65,0.38,0.3,0.86,0.12,0.61,0.25,0.47
