,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.6,0.93,0.92,0.8,0.83,0.98,0.0,0.68,0.8,0.67
fritzing.csv,0.74,0.56,0.55,0.78,0.37,0.76,0.67,0.75,0.53,0.75
jlinalg.csv,0.5,0.66,0.44,0.42,0.42,0.48,0.41,0.42,0.6,0.51
knowledge.csv,0.5,0.42,0.44,0.35,0.41,0.42,0.39,0.37,0.48,0.43
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
multitude.csv,0.53,0.67,0.46,0.43,0.38,0.52,0.48,0.39,0.5,0.51
playerstage.csv,0.56,0.52,0.49,0.6,0.45,0.67,0.79,0.8,0.6,0.73
quarkplusplus.csv,0.62,0.95,0.7,0.76,0.46,0.79,0.93,0.52,0.68,0.96
rtrt-on-gpu.csv,0.64,0.6,0.6,0.45,0.61,0.52,0.91,0.61,0.61,0.7
superwaba.csv,0.38,0.53,0.43,0.69,0.82,0.52,0.88,0.48,0.73,0.62
