,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.14,0.08,0.14,0.04,0.2,0.11,0.0,0.0,0.03,0.0
fritzing.csv,0.21,0.24,0.0,0.14,0.2,0.25,0.04,0.2,0.28,0.15
jlinalg.csv,0.0,0.28,0.64,0.66,0.8,0.73,0.94,0.85,0.66,0.59
knowledge.csv,1.0,1.0,0.96,0.94,0.0,0.87,0.98,0.85,0.91,0.8
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.86,0.22,0.32,0.63,0.2,0.4,0.54,0.54,0.25,0.05
playerstage.csv,0.07,0.39,0.31,0.0,0.0,0.33,0.23,0.26,0.19,0.31
quarkplusplus.csv,0.0,0.12,0.14,0.18,0.0,0.27,0.23,0.39,0.0,0.19
rtrt-on-gpu.csv,0.14,0.54,0.65,0.81,0.4,0.59,0.02,0.54,0.5,0.49
superwaba.csv,0.21,0.02,0.31,0.19,0.2,0.44,0.15,0.37,0.19,0.17
