,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.16,0.14,0.21,0.03,0.18,0.25,0.0,0.95,0.17,0.05
fritzing.csv,0.4,0.56,0.99,0.43,0.73,0.5,0.1,0.35,0.42,0.35
jlinalg.csv,1.0,0.42,0.81,0.81,0.89,0.75,0.6,1.0,0.79,0.77
knowledge.csv,0.92,0.98,0.96,0.98,0.98,1.0,0.9,1.0,0.88,0.98
massiv.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.48,0.44,0.56,0.64,0.61,0.5,0.5,0.8,0.42,0.98
playerstage.csv,0.3,0.52,0.57,0.95,0.5,0.5,0.3,0.15,0.38,0.29
quarkplusplus.csv,0.52,0.16,0.26,0.4,0.42,1.0,0.3,0.55,0.92,0.18
rtrt-on-gpu.csv,0.46,0.56,0.56,0.57,0.5,1.0,1.0,0.55,0.71,0.42
superwaba.csv,0.46,0.98,0.64,0.34,0.26,1.0,0.1,0.6,0.21,0.42
