,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.85,0.86,0.8,0.97,0.85,0.76,1.0,0.05,0.83,0.95
fritzing.csv,0.64,0.5,0.01,0.59,0.34,0.56,0.9,0.68,0.65,0.66
jlinalg.csv,0.0,0.65,0.67,0.69,0.81,0.77,1.02,0.85,0.69,0.64
knowledge.csv,1.0,1.0,0.96,0.94,0.02,0.87,0.98,0.85,0.91,0.8
massiv.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
multitude.csv,1.0,0.6,0.55,0.72,0.44,0.64,0.74,0.58,0.63,0.05
playerstage.csv,0.7,0.62,0.53,0.05,0.5,0.6,0.74,0.89,0.65,0.77
quarkplusplus.csv,0.48,0.85,0.75,0.63,0.58,0.27,0.74,0.6,0.08,0.84
rtrt-on-gpu.csv,0.56,0.7,0.79,0.92,0.64,0.59,0.02,0.71,0.58,0.76
superwaba.csv,0.58,0.03,0.48,0.68,0.77,0.44,0.91,0.54,0.81,0.61
