,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.5,0.36,0.25,0.54,0.43,0.43,0.09,0.69,0.65,0.69,0.48,0.68,0.0,0.23,0.09,0.52,0.21,0.0,0.11
beast-mcmc.csv,0.62,0.6,0.37,0.64,0.56,0.59,0.47,0.63,0.41,0.74,0.75,0.69,0.4,0.44,0.69,0.59,0.67,0.84,0.07
bigdata.csv,0.36,0.53,0.35,0.69,0.55,0.5,0.56,0.34,0.07,0.43,0.85,0.44,0.33,0.27,0.49,0.43,0.5,0.81,0.06
codesmith.csv,0.27,0.35,0.28,0.69,0.51,0.52,0.44,0.59,0.0,0.69,0.48,0.17,0.4,0.14,0.34,0.39,0.86,0.52,0.29
coot.csv,0.22,0.69,0.21,0.65,0.05,0.43,0.46,0.34,0.33,0.55,0.6,0.04,0.0,0.39,0.75,0.34,0.49,0.0,0.11
cuberok.csv,0.38,0.46,0.2,0.49,0.55,0.41,0.62,0.38,0.25,0.57,0.78,0.32,0.46,0.37,0.4,0.36,0.26,0.7,0.09
icescrum.csv,0.59,0.39,0.36,0.61,0.43,0.57,0.5,0.66,0.48,0.59,0.56,0.6,0.21,0.42,0.47,0.74,0.26,0.54,0.14
jbasic.csv,0.46,0.5,0.27,0.78,0.57,0.65,0.53,0.72,0.47,0.85,0.58,0.66,0.44,0.51,0.67,0.55,0.45,0.82,0.16
jrefactory.csv,0.2,0.67,0.23,0.34,0.15,0.29,0.49,0.25,0.22,0.16,0.29,0.37,0.3,0.39,0.65,0.21,0.75,0.48,0.1
jsecurity.csv,0.37,0.32,0.48,0.19,0.49,0.41,0.33,0.17,0.17,0.17,0.23,0.46,0.21,0.05,0.6,0.18,0.72,0.48,0.33
kolmafia.csv,0.45,0.71,0.35,0.75,0.58,0.65,0.61,0.66,0.47,0.84,0.84,0.73,0.28,0.41,0.65,0.56,0.39,0.69,0.09
libopenmetaverse.csv,0.42,0.73,0.32,0.79,0.65,0.67,0.47,0.66,0.53,0.79,0.94,0.6,0.26,0.4,0.69,0.55,0.75,0.81,0.11
mevenide.csv,0.27,0.4,0.2,0.25,0.19,0.29,0.39,0.35,0.29,0.14,0.29,0.22,0.16,0.64,0.34,0.41,0.1,0.36,0.2
mobicents.csv,0.52,0.53,0.37,0.64,0.51,0.68,0.58,0.7,0.45,0.67,0.73,0.69,0.48,0.43,0.69,0.58,0.31,0.73,0.1
opendvr.csv,0.52,0.43,0.44,0.68,0.65,0.64,0.55,0.59,0.4,0.87,0.85,0.71,0.6,0.26,0.64,0.63,0.41,0.74,0.08
power-architect.csv,0.3,0.69,0.42,0.78,0.64,0.65,0.56,0.39,0.44,0.85,0.82,0.71,0.45,0.39,0.56,0.54,0.79,0.81,0.06
sidekar.csv,0.0,0.0,0.0,0.82,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.45,0.13,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.36,0.21,0.1,0.35,0.44,0.36,0.49,0.24,0.29,0.3,0.35,0.71,0.09,0.28,0.09,0.25,0.22,0.7,0.06
thedata.csv,0.39,0.62,0.26,0.67,0.38,0.54,0.41,0.61,0.47,0.74,0.74,0.63,0.36,0.27,0.63,0.48,0.39,0.79,0.8
