,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.7,0.29,0.25,0.46,0.4,0.38,0.06,0.7,0.8,0.57,0.36,0.64,0.0,0.2,0.06,0.59,0.14,0.0,0.29
beast-mcmc.csv,0.76,0.49,0.66,0.58,0.55,0.59,0.54,0.63,0.51,0.63,0.63,0.68,0.55,0.65,0.52,0.61,0.61,0.67,0.28
bigdata.csv,0.37,0.49,0.52,0.63,0.54,0.46,0.0,0.28,0.05,0.33,0.71,0.38,0.4,0.25,0.43,0.49,0.43,0.0,0.28
codesmith.csv,0.3,0.32,0.35,0.61,0.5,0.45,0.44,0.41,0.0,0.45,0.37,0.13,0.39,0.17,0.33,0.41,0.82,0.44,0.91
coot.csv,0.33,0.67,0.39,0.48,0.04,0.42,0.53,0.34,0.46,0.44,0.47,0.02,0.0,0.54,0.75,0.39,0.4,0.0,0.54
cuberok.csv,0.47,0.41,0.41,0.43,0.55,0.4,0.68,0.38,0.34,0.44,0.58,0.29,0.17,0.32,0.39,0.4,0.2,0.62,0.23
icescrum.csv,0.73,0.33,0.45,0.52,0.4,0.56,0.53,0.66,0.58,0.48,0.44,0.57,0.21,0.52,0.44,0.76,0.19,0.46,0.29
jbasic.csv,0.64,0.38,0.52,0.61,0.54,0.57,0.59,0.74,0.27,0.0,0.47,0.52,0.32,0.76,0.56,0.51,0.4,0.61,0.68
jrefactory.csv,0.31,0.64,0.43,0.3,0.1,0.27,0.57,0.24,0.3,0.11,0.21,0.27,0.36,0.6,0.62,0.24,0.13,0.38,0.42
jsecurity.csv,0.37,0.28,0.65,0.13,0.47,0.36,0.35,0.12,0.14,0.11,0.16,0.39,0.17,0.04,0.57,0.13,0.66,0.4,0.29
kolmafia.csv,0.54,0.3,0.56,0.66,0.58,0.58,0.62,0.24,0.13,0.0,0.49,0.71,0.35,0.13,0.53,0.24,0.33,0.6,0.23
libopenmetaverse.csv,0.0,0.13,0.0,0.3,0.63,0.0,0.4,0.0,0.66,0.0,0.0,0.57,0.31,0.0,0.13,0.13,0.7,0.73,0.0
mevenide.csv,0.21,0.31,0.18,0.17,0.13,0.21,0.31,0.26,0.24,0.09,0.21,0.16,0.11,0.77,0.26,0.37,0.07,0.27,0.29
mobicents.csv,0.73,0.5,0.5,0.55,0.43,0.68,0.57,0.67,0.57,0.54,0.59,0.65,0.5,0.55,0.52,0.62,0.25,0.38,0.38
opendvr.csv,0.72,0.37,0.65,0.63,0.0,0.64,0.64,0.6,0.47,0.0,0.49,0.13,0.73,0.35,0.64,0.74,0.35,0.49,0.29
power-architect.csv,0.44,0.37,0.76,0.73,0.13,0.46,0.0,0.38,0.57,0.78,0.63,0.55,0.0,0.59,0.51,0.0,0.0,0.0,0.0
sidekar.csv,0.0,0.0,0.0,0.79,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.34,0.15,0.1,0.3,0.37,0.29,0.55,0.17,0.32,0.23,0.26,0.64,0.06,0.2,0.06,0.19,0.17,0.62,0.28
thedata.csv,0.54,0.58,0.47,0.58,0.35,0.51,0.48,0.38,0.62,0.39,0.56,0.29,0.47,0.43,0.62,0.42,0.32,0.39,0.99
