,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.43,0.54,0.51,0.63,0.45,0.49,0.66,0.56,0.66,0.44,0.47,0.44,0.65,0.48,0.42,0.31,0.76,0.44,0.52
boost.csv,0.48,0.5,0.48,0.49,0.47,0.68,0.52,0.69,0.47,0.42,0.44,0.49,0.57,0.49,0.54,0.32,0.42,0.47,0.48
codepurge.csv,0.5,0.65,0.95,0.51,0.93,0.67,0.95,0.98,0.59,0.47,0.39,0.46,0.95,0.81,0.8,0.53,0.67,0.73,0.52
elateportal.csv,0.67,0.54,0.48,0.45,0.87,0.53,0.53,0.62,0.57,0.53,0.41,0.51,0.61,0.52,0.58,0.3,0.54,0.62,0.4
etics.csv,0.73,0.91,0.96,0.49,0.92,0.86,0.89,0.97,0.87,0.65,0.86,0.78,0.94,0.94,0.68,0.0,0.0,0.88,0.9
factor.csv,0.75,0.93,0.68,0.89,0.67,0.67,0.75,0.98,0.78,0.88,0.88,0.92,0.95,0.83,0.5,0.86,0.74,0.53,0.99
gusanos.csv,0.46,0.4,0.38,0.37,0.35,0.39,0.39,0.44,0.4,0.43,0.47,0.32,0.46,0.44,0.38,0.53,0.52,0.44,0.41
kvs.csv,0.86,0.94,0.95,0.52,0.94,0.8,0.93,0.96,0.76,0.48,0.72,0.9,0.5,0.95,0.92,0.0,0.86,0.9,0.96
lcfizvtop.csv,0.56,0.82,0.67,0.76,0.67,0.89,0.57,0.7,0.53,0.81,0.85,0.4,0.83,0.79,0.95,0.78,0.79,0.49,0.67
mcore3d.csv,0.44,0.45,0.47,0.36,0.47,0.57,0.46,0.45,0.42,0.36,0.36,0.33,0.49,0.53,0.68,0.62,0.4,0.53,0.43
modellus.csv,0.47,0.86,0.67,0.43,0.72,0.62,0.47,0.51,0.36,0.94,0.83,0.38,0.69,0.77,0.71,0.86,0.79,0.88,0.49
modplug.csv,0.46,0.48,0.51,0.41,0.71,0.62,0.42,0.44,0.44,0.41,0.42,0.54,0.5,0.5,0.51,0.64,0.41,0.89,0.42
passwordsafe.csv,0.56,0.55,0.59,0.48,0.58,0.67,0.63,0.64,0.51,0.48,0.44,0.55,0.63,0.63,0.57,0.34,0.68,0.55,0.56
pixel-commandos.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.91,0.88,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.95
projecteqemu.csv,0.75,0.85,0.88,0.8,0.88,0.8,0.94,0.92,0.88,0.57,0.85,0.57,0.91,0.79,0.88,0.0,0.76,0.89,0.99
pydev.csv,0.75,0.95,0.96,0.59,0.91,0.83,0.57,0.97,0.79,0.52,0.62,0.59,0.75,0.8,0.73,0.67,0.7,0.81,0.87
sandiaportals.csv,0.46,0.46,0.42,0.41,0.5,0.47,0.41,0.45,0.42,0.43,0.41,0.36,0.42,0.5,0.47,0.32,0.43,0.47,0.39
uwom.csv,0.45,0.74,0.75,0.95,0.86,0.69,0.6,0.9,0.95,0.51,0.86,0.43,0.93,0.79,0.58,0.91,0.88,0.5,0.8
xbplayer.csv,0.88,0.79,0.81,0.62,0.67,0.67,0.65,0.54,0.78,0.87,0.86,0.61,0.82,0.94,0.68,0.75,0.94,0.8,0.61
