,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.77,0.97,0.5,0.43,0.55,0.64,0.36,0.83,0.34,0.81,0.62,0.69,0.38,0.67,1.0,0.91,0.26,0.54,0.72
boost.csv,0.62,0.82,0.7,0.64,0.75,0.09,0.66,0.96,0.63,0.86,0.84,0.69,0.58,0.74,1.0,0.95,0.92,0.9,0.87
codepurge.csv,0.54,0.32,0.12,0.69,0.2,0.18,0.21,0.15,0.34,0.64,0.65,0.47,0.88,0.32,0.25,0.36,0.26,0.12,0.53
elateportal.csv,0.0,0.42,0.45,0.64,0.3,0.73,0.47,0.32,0.46,0.36,0.65,0.39,0.58,0.46,0.5,1.0,0.43,0.22,0.68
etics.csv,0.85,0.08,0.16,0.57,0.2,0.18,0.23,0.11,0.18,0.19,0.13,0.25,0.21,0.18,0.25,0.0,0.0,0.07,0.26
factor.csv,0.08,0.1,0.35,0.33,0.0,0.09,0.34,0.13,0.28,0.11,0.13,0.06,0.17,0.07,0.0,0.16,0.26,0.98,0.2
gusanos.csv,0.77,0.7,0.69,0.93,0.65,0.91,0.59,0.61,0.97,0.56,0.49,0.75,0.79,0.61,0.75,0.39,0.43,0.44,0.81
kvs.csv,0.38,0.1,0.16,0.76,0.8,0.09,0.08,0.07,0.39,0.47,0.29,0.19,0.0,0.18,0.5,0.0,0.13,0.15,0.27
lcfizvtop.csv,0.46,0.22,0.25,0.4,0.35,0.82,0.49,0.25,0.6,0.22,0.29,0.83,0.25,0.33,0.0,0.18,0.25,0.98,0.34
mcore3d.csv,0.69,0.66,0.99,0.76,0.7,0.45,0.53,0.52,0.7,0.61,0.71,0.81,0.75,0.56,0.5,0.27,0.68,0.46,0.6
modellus.csv,0.54,0.22,0.35,0.81,0.35,0.36,0.95,0.83,0.66,0.17,0.36,0.56,0.5,0.28,0.25,0.16,0.36,0.05,0.57
modplug.csv,0.77,0.62,0.71,0.88,0.4,0.27,0.84,0.57,0.88,0.92,1.0,0.39,0.71,0.74,1.0,0.18,0.91,0.05,0.83
passwordsafe.csv,0.69,0.49,0.39,0.86,0.4,0.73,0.41,0.64,0.75,0.86,0.78,0.61,0.46,0.91,0.75,0.84,0.38,0.56,0.62
pixel-commandos.csv,0.08,0.01,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.17,0.09,0.0,0.0,0.02,1.0,0.02,0.0,0.0,0.09
projecteqemu.csv,0.38,0.25,0.21,0.31,0.25,0.09,0.16,0.2,0.21,0.97,0.24,0.47,0.04,0.32,0.25,0.02,0.36,0.2,0.34
pydev.csv,0.38,0.15,0.16,0.4,0.2,0.0,0.45,0.16,0.25,0.36,0.33,1.0,0.04,0.21,0.75,0.05,0.34,0.27,0.34
sandiaportals.csv,0.77,0.66,0.85,0.98,0.6,0.82,0.9,0.96,0.87,0.64,0.71,0.69,0.88,0.72,0.75,0.95,1.0,0.66,0.9
uwom.csv,0.85,0.35,0.28,0.21,0.25,0.27,0.52,0.17,0.27,0.61,0.11,0.81,0.17,0.39,0.75,0.16,0.15,0.95,0.97
xbplayer.csv,0.31,0.2,0.2,0.95,0.05,0.0,0.33,0.36,0.24,0.22,0.18,0.31,0.21,0.12,0.75,0.09,0.28,0.2,0.32
