,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.7,0.97,0.51,0.47,0.46,0.49,0.4,0.62,0.38,0.72,0.58,0.65,0.41,0.63,0.78,0.85,0.3,0.55,0.69
boost.csv,0.43,0.62,0.55,0.55,0.63,0.11,0.56,0.97,0.48,0.17,0.68,0.58,0.52,0.67,0.9,0.5,0.24,0.56,0.6
codepurge.csv,0.57,0.36,0.15,0.63,0.24,0.21,0.25,0.18,0.38,0.65,0.49,0.5,0.9,0.37,0.29,0.41,0.3,0.14,0.54
elateportal.csv,0.0,0.44,0.48,0.6,0.35,0.64,0.51,0.35,0.48,0.39,0.49,0.42,0.57,0.5,0.49,1.0,0.47,0.25,0.58
etics.csv,0.88,0.1,0.19,0.56,0.23,0.21,0.27,0.13,0.21,0.22,0.16,0.29,0.25,0.21,0.29,0.0,0.0,0.09,0.3
factor.csv,0.1,0.12,0.39,0.38,0.0,0.11,0.39,0.16,0.32,0.13,0.16,0.07,0.2,0.09,0.0,0.19,0.3,0.98,0.24
gusanos.csv,0.72,0.66,0.64,0.68,0.56,0.79,0.6,0.56,0.98,0.55,0.48,0.65,0.68,0.59,0.57,0.43,0.48,0.43,0.72
kvs.csv,0.43,0.12,0.19,0.61,0.83,0.11,0.1,0.09,0.41,0.5,0.34,0.23,0.0,0.21,0.55,0.0,0.16,0.18,0.31
lcfizvtop.csv,0.5,0.26,0.29,0.43,0.39,0.85,0.52,0.28,0.59,0.26,0.33,0.51,0.29,0.38,0.0,0.21,0.29,0.87,0.38
mcore3d.csv,0.6,0.62,0.99,0.67,0.66,0.46,0.52,0.51,0.67,0.59,0.58,0.54,0.59,0.57,0.51,0.28,0.56,0.4,0.48
modellus.csv,0.57,0.26,0.4,0.7,0.4,0.4,0.96,0.6,0.64,0.2,0.41,0.56,0.53,0.32,0.29,0.19,0.38,0.06,0.58
modplug.csv,0.63,0.55,0.58,0.57,0.44,0.3,0.76,0.56,0.57,0.37,1.0,0.43,0.56,0.62,0.84,0.21,0.63,0.06,0.58
passwordsafe.csv,0.6,0.52,0.42,0.66,0.44,0.74,0.45,0.58,0.64,0.7,0.55,0.6,0.48,0.93,0.71,0.84,0.33,0.59,0.62
pixel-commandos.csv,0.1,0.01,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.2,0.11,0.0,0.0,0.02,1.0,0.02,0.0,0.0,0.11
projecteqemu.csv,0.43,0.29,0.25,0.35,0.29,0.11,0.19,0.24,0.25,0.98,0.28,0.51,0.05,0.37,0.29,0.02,0.4,0.24,0.39
pydev.csv,0.43,0.18,0.19,0.44,0.24,0.0,0.5,0.19,0.28,0.39,0.38,1.0,0.05,0.25,0.77,0.06,0.39,0.31,0.39
sandiaportals.csv,0.63,0.6,0.53,0.73,0.58,0.56,0.73,0.38,0.64,0.53,0.71,0.58,0.56,0.68,0.54,0.88,1.0,0.63,0.6
uwom.csv,0.63,0.4,0.32,0.25,0.29,0.31,0.53,0.2,0.31,0.63,0.13,0.68,0.2,0.44,0.75,0.18,0.18,0.85,0.98
xbplayer.csv,0.36,0.24,0.24,0.96,0.06,0.0,0.38,0.4,0.28,0.26,0.21,0.35,0.25,0.15,0.76,0.11,0.32,0.24,0.36
