,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,5.0,0.0,1.0,7.0,16.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,18.0,1.0,14.0,0.0,0.0,0.0,13.0
boost.csv,23.0,0.0,1.0,6.0,12.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,42.0,0.0,9.0,3.0,4.0,0.0,40.0
codepurge.csv,7.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0
elateportal.csv,54.0,0.0,2.0,1.0,2.0,9.0,0.0,40.0,3.0,1.0,1.0,6.0,7.0,1.0,38.0,0.0,0.0,1.0,3.0
etics.csv,0.0,0.0,2.0,11.0,15.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,3.0,2.0,7.0,49.0,70.0,4.0,0.0
factor.csv,2.0,0.0,0.0,5.0,95.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,94.0,0.0,4.0,0.0,12.0
gusanos.csv,6.0,2.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,16.0,8.0,43.0,0.0,1.0,1.0,3.0
kvs.csv,1.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,168.0,2.0,6.0,49.0,0.0,0.0,2.0
lcfizvtop.csv,8.0,6.0,0.0,12.0,3.0,0.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,0.0,94.0,0.0,3.0,0.0,5.0
mcore3d.csv,10.0,0.0,0.0,4.0,4.0,14.0,6.0,14.0,0.0,1.0,3.0,0.0,14.0,0.0,22.0,1.0,0.0,0.0,15.0
modellus.csv,6.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,2.0,16.0,0.0,5.0,3.0,9.0
modplug.csv,0.0,0.0,0.0,18.0,5.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,14.0,1.0,4.0,6.0,34.0
passwordsafe.csv,0.0,0.0,1.0,8.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,18.0,0.0,23.0,0.0,2.0,0.0,21.0
pixel-commandos.csv,0.0,0.0,177.0,0.0,0.0,58.0,171.0,396.0,95.0,0.0,0.0,104.0,168.0,0.0,0.0,0.0,70.0,63.0,0.0
projecteqemu.csv,1.0,2.0,0.0,14.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,4.0,0.0,1.0,0.0,1.0
pydev.csv,0.0,3.0,1.0,4.0,3.0,58.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,4.0
sandiaportals.csv,11.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,35.0,0.0,49.0,1.0,0.0,0.0,19.0
uwom.csv,0.0,3.0,1.0,0.0,6.0,5.0,4.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,10.0,3.0,0.0,0.0,0.0
xbplayer.csv,3.0,0.0,1.0,0.0,0.0,58.0,2.0,0.0,0.0,2.0,1.0,7.0,11.0,3.0,6.0,0.0,0.0,0.0,24.0
