,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,98.5,285.5,581.5,285.5,96.5,288.5,2065.0,95.5
emite.csv,95.5,729.5,386.0,281.5,98.5,405.5,95.5,98.5
irrlicht.csv,197.5,196.5,1067.0,285.5,99.0,1061.5,1169.5,98.5
migen.csv,90.5,196.5,1067.0,285.5,58.5,84.5,95.5,98.5
motu.csv,197.5,196.5,870.0,188.0,99.0,287.5,4336.0,98.5
openxava.csv,98.5,196.5,190.0,605.5,99.0,578.0,585.5,98.5
truevision.csv,193.0,196.5,484.0,285.5,99.0,92.5,1498.5,98.5
zoolib.csv,90.5,97.5,92.5,285.5,96.5,215.5,1111.5,95.5
