,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.37,0.55,0.44,0.39,0.56,0.58,0.81,0.57
emite.csv,0.8,0.9,0.94,0.6,0.97,0.45,0.98,0.47
irrlicht.csv,0.38,0.35,0.48,0.37,0.52,0.38,0.49,0.37
migen.csv,0.44,0.57,0.49,0.5,0.65,0.61,0.98,0.65
motu.csv,0.42,0.54,0.49,0.57,0.42,0.32,0.47,0.47
openxava.csv,0.49,0.95,0.4,0.65,0.57,0.36,0.42,0.92
truevision.csv,0.48,0.46,0.35,0.5,0.45,0.44,0.74,0.54
zoolib.csv,0.6,0.55,0.89,0.4,0.69,0.63,0.98,0.61
