,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.48,0.14,0.5,0.18,0.53,0.4
google-web-toolkit.csv,0.62,0.19,0.57,0.07,0.68,0.21
open-data-kit.csv,0.73,0.14,0.82,0.21,0.61,0.06
qtractor.csv,0.75,0.13,0.65,0.26,0.5,0.12
quarkplayer.csv,0.34,0.23,0.4,0.11,0.26,0.18
zoolib.csv,0.64,0.15,0.57,0.34,0.48,0.13
