,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.1,0.4,0.25,0.02,0.27
fluent-nhibernate.csv,0.0,0.21,0.31,0.08,0.39,0.47,0.55
geogebra.csv,0.34,0.2,0.29,0.09,0.37,0.53,0.39
hibernate.csv,0.24,0.29,0.1,0.12,0.47,0.44,0.18
jasperreports.csv,0.37,0.4,0.45,0.1,0.39,0.37,0.16
kvs.csv,0.58,0.31,0.23,0.11,0.39,0.43,0.17
phet.csv,0.34,0.49,0.0,0.08,0.28,0.18,0.05
