,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.45,0.42,0.34,0.58,0.41,0.5,0.09,0.66,0.71,0.47,0.24,0.64,0.41,0.35,0.09,0.52
beast-mcmc.csv,0.61,0.6,0.4,0.64,0.51,0.63,0.43,0.65,0.36,0.73,0.67,0.67,0.78,0.43,0.37,0.53
bigdata.csv,0.44,0.54,0.33,0.57,0.54,0.37,0.56,0.32,0.07,0.58,0.7,0.42,0.86,0.35,0.27,0.41
cuberok.csv,0.46,0.4,0.24,0.38,0.53,0.46,0.67,0.45,0.39,0.66,0.4,0.52,0.77,0.76,0.46,0.32
exist.csv,0.46,0.73,0.36,0.76,0.65,0.66,0.56,0.64,0.31,0.79,0.66,0.75,0.64,0.71,0.45,0.54
icescrum.csv,0.6,0.42,0.35,0.65,0.41,0.57,0.45,0.63,0.46,0.45,0.56,0.59,0.58,0.28,0.21,0.67
jbasic.csv,0.46,0.57,0.29,0.78,0.56,0.66,0.47,0.72,0.47,0.73,0.17,0.86,0.59,0.38,0.44,0.55
jrefactory.csv,0.29,0.75,0.27,0.47,0.29,0.4,0.48,0.39,0.36,0.2,0.61,0.39,0.54,0.72,0.35,0.43
jsecurity.csv,0.4,0.45,0.5,0.26,0.59,0.49,0.34,0.35,0.2,0.7,0.36,0.38,0.39,0.22,0.19,0.3
libopenmetaverse.csv,0.42,0.73,0.32,0.77,0.64,0.67,0.45,0.66,0.47,0.49,0.7,0.76,0.93,0.71,0.26,0.54
mobicents.csv,0.51,0.53,0.36,0.6,0.51,0.68,0.57,0.67,0.44,0.75,0.61,0.67,0.69,0.69,0.51,0.55
opendvr.csv,0.52,0.43,0.4,0.63,0.63,0.63,0.41,0.6,0.39,0.75,0.59,0.86,0.81,0.26,0.57,0.56
power-architect.csv,0.47,0.6,0.38,0.64,0.67,0.58,0.56,0.34,0.32,0.67,0.69,0.89,0.78,0.74,0.45,0.52
sidekar.csv,0.0,0.0,0.0,0.85,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
wheat.csv,0.46,0.33,0.34,0.58,0.56,0.59,0.47,0.39,0.51,0.71,0.73,0.76,0.72,0.22,0.39,0.53
wsmt.csv,0.26,0.13,0.14,0.09,0.1,0.39,0.0,0.41,0.06,0.24,0.18,0.31,0.39,0.8,0.07,0.0
