,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,197.5,193.0,758.0,99.0,174.0,99.0,57.5,98.5,189.0,98.5,54.5,181.0,197.5,457.5,89.5,96.5
beast-mcmc.csv,97.5,99.0,99.0,98.5,98.5,99.0,376.0,98.5,574.0,197.5,195.0,94.5,197.5,97.5,96.5,537.0
bigdata.csv,395.0,193.0,1015.0,98.5,98.5,295.0,567.0,98.5,134.0,197.5,195.0,85.5,197.5,276.5,88.5,672.5
cuberok.csv,295.5,688.0,1707.5,94.5,98.5,198.0,281.5,98.5,479.5,197.5,189.0,98.5,197.5,97.5,96.5,690.5
exist.csv,494.0,99.0,99.0,98.5,98.5,99.0,282.5,98.5,675.5,197.5,195.0,94.5,196.5,97.5,96.5,558.0
icescrum.csv,97.5,193.0,96.5,98.5,178.0,99.0,188.0,98.5,90.5,197.5,94.5,85.5,197.5,272.5,96.5,145.0
jbasic.csv,98.5,99.0,99.0,99.0,464.5,99.0,376.0,94.5,675.5,197.5,129.0,98.5,197.5,97.5,96.5,195.0
jrefactory.csv,684.0,381.0,99.0,192.0,332.0,198.0,282.5,98.5,675.5,197.5,195.0,181.0,197.5,97.5,96.5,194.0
jsecurity.csv,197.5,99.0,96.5,98.5,98.5,197.0,90.5,98.5,191.0,390.5,91.5,85.5,93.5,270.5,96.5,42.5
libopenmetaverse.csv,593.0,99.0,99.0,99.0,98.5,99.0,470.5,98.5,675.5,98.5,195.0,99.0,197.5,97.5,96.5,292.5
mobicents.csv,197.0,193.0,819.5,98.5,97.5,99.0,378.0,98.5,92.5,197.5,195.0,94.5,197.5,97.5,96.5,640.5
opendvr.csv,197.5,99.0,99.0,94.5,98.5,99.0,185.0,98.5,90.5,197.5,172.0,98.5,296.0,272.5,183.0,227.5
power-architect.csv,296.5,99.0,99.0,192.0,98.5,99.0,567.0,98.5,383.0,197.5,195.0,99.0,196.5,177.0,96.5,194.0
sidekar.csv,0.0,0.0,0.0,99.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0
wheat.csv,296.5,99.0,99.0,94.5,98.5,98.5,281.5,363.0,286.5,197.5,192.0,98.5,293.5,177.0,96.5,401.5
wsmt.csv,395.0,261.5,415.5,99.0,89.5,99.0,4.5,335.0,121.0,95.5,74.5,94.5,197.5,97.5,81.5,175.0
