,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.73,0.61,0.88,0.78,0.6,0.72,0.54,0.43,0.98,1.0,0.5,0.87,0.72,0.58,0.53,0.94,0.99,0.42,1.0,0.92
bl-toolkit.csv,0.69,0.85,1.0,1.0,0.83,0.29,0.91,1.01,0.73,1.0,0.95,1.0,0.64,0.77,0.62,1.0,1.0,0.86,1.0,0.86
capcode.csv,0.5,0.7,0.61,0.84,0.78,0.84,0.65,0.61,0.72,0.9,0.92,0.72,0.76,0.74,0.56,0.68,0.67,0.85,0.68,0.83
gebr.csv,0.88,0.84,0.96,1.0,0.76,0.58,0.99,0.94,0.76,0.98,0.36,0.46,0.97,1.0,0.99,1.0,0.97,0.93,0.99,0.97
gpac.csv,0.65,0.79,0.79,1.0,0.92,0.82,0.7,0.87,0.48,0.8,0.82,0.97,0.55,0.79,0.69,0.96,0.98,0.92,0.83,0.92
gretl.csv,0.63,0.51,0.59,0.67,0.85,0.94,0.75,0.58,0.89,0.72,0.48,0.47,0.63,0.46,0.69,0.29,0.67,0.58,0.98,0.77
kindb.csv,0.68,0.53,0.91,0.74,0.53,0.9,0.52,0.43,0.87,0.95,0.79,0.86,0.91,0.58,0.73,0.28,0.98,0.53,0.73,0.6
kowari.csv,0.68,0.74,0.77,0.67,1.01,0.84,0.63,0.61,0.97,0.89,0.83,0.64,0.5,0.7,0.81,0.61,0.89,0.61,0.97,0.72
libtorrent.csv,0.89,0.61,0.98,0.62,0.73,0.53,0.62,0.67,0.77,0.96,0.49,0.56,0.77,0.43,0.68,0.56,0.93,0.55,0.98,0.83
linuxsh.csv,0.93,0.67,0.28,0.61,1.0,0.5,0.62,0.71,0.72,0.71,0.64,0.83,1.0,0.8,0.59,0.85,0.95,0.55,0.67,0.68
lmms.csv,0.71,0.48,0.66,0.56,0.75,0.74,0.65,0.52,0.88,0.73,0.55,0.6,0.66,0.49,0.54,0.32,0.76,0.51,0.8,0.62
lufa-lib.csv,0.7,0.59,0.68,0.52,0.84,0.57,0.86,0.95,0.74,0.81,0.76,0.77,0.64,0.71,0.93,0.89,0.45,0.72,0.75,0.66
mbse.csv,0.71,0.72,0.83,0.62,0.72,0.92,0.68,0.78,0.64,0.41,0.6,0.57,0.61,0.66,0.84,0.85,0.96,0.58,0.7,0.58
mcmc-jags.csv,0.99,0.7,0.81,0.31,0.59,1.0,0.7,0.74,0.96,0.99,0.45,0.67,1.0,0.66,0.8,0.52,0.59,0.75,0.84,0.74
miranda.csv,0.54,0.56,1.0,0.62,1.0,0.94,0.58,0.61,0.97,0.83,1.0,0.94,0.46,0.57,0.93,1.0,0.96,0.54,0.95,0.5
modellus.csv,0.71,0.57,0.55,0.8,1.0,0.46,0.54,0.59,0.47,0.83,0.51,0.48,0.48,0.59,0.31,0.41,0.55,0.46,0.96,0.82
mplayer-ce.csv,0.75,0.64,0.69,0.59,0.59,0.59,0.54,0.51,0.71,0.68,0.58,0.63,0.84,0.39,0.75,0.88,0.72,0.73,0.56,0.54
nicepress.csv,0.8,0.59,0.81,0.99,0.84,0.51,0.29,0.79,0.96,1.0,0.73,0.9,0.68,0.57,0.65,0.77,0.78,0.51,0.99,0.9
sbml.csv,0.63,0.63,1.0,0.7,0.68,0.55,0.51,0.34,0.73,0.7,0.57,0.53,0.81,0.43,0.65,0.63,0.98,0.58,0.79,0.68
scite-ru.csv,0.97,0.76,0.42,0.69,0.56,1.0,0.58,0.59,1.0,1.0,0.59,0.55,1.0,0.65,0.73,0.4,0.65,0.67,0.94,0.8
