,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.75,0.66,0.91,0.27,0.67,0.58,0.5,0.71,1.0,1.0,0.56,0.99,1.0,0.84,0.51,1.0,0.98,0.7,1.0,0.99
bl-toolkit.csv,0.75,0.59,1.0,1.0,0.29,0.74,0.78,0.39,0.73,1.0,0.97,1.0,0.57,0.54,0.5,0.91,1.0,0.36,1.0,0.73
capcode.csv,0.58,0.6,0.82,0.2,0.33,0.82,0.47,0.47,0.45,0.12,0.39,0.29,0.86,0.31,0.71,0.32,0.38,0.55,0.49,0.3
gebr.csv,0.83,0.9,1.0,0.93,0.81,0.7,0.94,0.99,0.88,0.98,0.65,0.72,1.0,0.97,0.99,1.0,0.99,0.98,0.99,0.98
gpac.csv,0.67,0.47,0.73,0.8,0.81,0.18,0.5,0.34,0.62,0.2,0.48,0.88,0.57,0.31,0.69,0.79,0.99,0.35,0.76,0.78
gretl.csv,0.67,0.75,0.91,0.53,0.19,0.78,0.56,0.42,0.96,0.78,0.63,0.7,0.86,0.63,0.9,0.74,0.42,0.71,0.98,0.79
kindb.csv,0.92,0.63,0.09,0.27,0.57,0.12,0.5,0.63,0.14,0.05,0.21,0.14,0.29,0.46,0.5,0.79,0.02,0.48,0.29,0.75
kowari.csv,0.58,0.44,0.27,0.73,0.86,0.16,0.5,0.7,0.04,0.11,0.31,0.46,0.57,0.58,0.43,0.76,0.22,0.5,0.03,0.52
libtorrent.csv,0.92,0.74,1.0,0.67,0.76,0.54,0.72,0.76,0.91,1.0,0.65,0.83,0.71,0.73,0.85,0.97,0.89,0.77,0.98,0.83
linuxsh.csv,0.08,0.35,0.82,0.4,0.0,0.72,0.53,0.29,0.77,0.69,0.38,0.17,0.0,0.21,0.76,0.15,0.05,0.53,0.52,0.4
lmms.csv,0.58,0.69,0.73,0.53,0.95,0.7,0.5,0.5,0.86,0.74,0.5,0.67,0.86,0.7,0.52,0.71,0.47,0.58,0.84,0.52
lufa-lib.csv,0.5,0.52,0.73,0.8,0.24,0.72,0.89,0.84,0.45,0.23,0.54,0.61,0.43,0.4,0.88,0.26,0.69,0.48,0.34,0.65
mbse.csv,0.5,0.44,0.27,0.67,0.9,0.08,0.39,0.53,0.39,0.72,0.51,0.68,0.86,0.65,0.2,0.74,0.82,0.61,0.53,0.72
mcmc-jags.csv,1.0,0.85,0.91,0.8,0.48,0.98,0.89,0.84,0.96,0.98,0.65,0.78,1.0,0.74,0.84,0.85,0.46,0.77,0.89,0.94
miranda.csv,0.58,0.59,0.0,0.4,0.0,0.06,0.47,0.61,0.04,0.17,0.0,0.06,0.57,0.72,0.07,1.0,0.04,0.5,0.05,0.78
modellus.csv,0.33,0.47,0.73,0.2,0.0,0.58,0.64,0.43,0.61,0.94,0.5,0.56,0.57,0.41,0.77,0.68,0.66,0.71,0.96,0.95
mplayer-ce.csv,0.75,0.75,0.36,0.73,0.71,0.54,0.67,0.7,0.38,0.34,0.42,0.38,0.71,0.68,0.83,0.97,0.34,0.83,0.56,0.56
nicepress.csv,0.5,0.63,0.73,0.87,0.19,0.6,0.83,0.51,0.98,1.0,0.85,0.97,0.71,0.54,0.59,0.82,0.38,0.64,0.99,0.96
sbml.csv,0.83,0.81,0.82,0.67,0.76,0.76,0.67,0.74,0.88,0.86,0.44,0.69,0.86,0.63,0.83,0.97,1.0,0.7,0.76,0.68
scite-ru.csv,1.0,0.84,0.82,0.33,0.48,1.0,0.78,0.82,1.0,0.98,0.81,0.51,1.0,0.78,0.85,0.62,0.42,0.82,0.97,0.9
