,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.26,0.68,0.29,0.27,0.46,0.63,0.53,0.77,0.71,0.4,0.68,0.91,0.2,0.86,0.6,0.82,0.59,0.79,0.62,0.8
bl-toolkit.csv,0.27,0.59,0.29,0.42,0.24,0.82,0.45,0.45,0.64,0.4,0.83,0.91,0.17,0.65,0.54,0.77,0.6,0.49,0.62,0.68
capcode.csv,0.37,0.62,0.35,0.21,0.29,0.75,0.43,0.59,0.49,0.14,0.47,0.44,0.17,0.45,0.65,0.48,0.45,0.64,0.48,0.39
gebr.csv,0.24,0.77,0.29,0.39,0.45,0.73,0.49,0.83,0.7,0.4,0.77,0.8,0.16,0.9,0.66,0.81,0.6,0.9,0.62,0.79
gpac.csv,0.27,0.52,0.27,0.35,0.4,0.3,0.41,0.43,0.67,0.3,0.56,0.85,0.21,0.45,0.6,0.71,0.6,0.47,0.56,0.7
gretl.csv,0.28,0.75,0.38,0.37,0.21,0.72,0.41,0.58,0.71,0.41,0.72,0.79,0.2,0.75,0.69,0.82,0.45,0.78,0.62,0.73
kindb.csv,0.31,0.69,0.14,0.35,0.49,0.2,0.55,0.73,0.23,0.09,0.35,0.24,0.08,0.62,0.49,0.84,0.05,0.64,0.39,0.74
kowari.csv,0.25,0.52,0.21,0.42,0.4,0.27,0.45,0.73,0.07,0.19,0.41,0.6,0.26,0.69,0.43,0.75,0.24,0.63,0.06,0.58
libtorrent.csv,0.26,0.73,0.29,0.43,0.44,0.65,0.52,0.75,0.71,0.41,0.73,0.86,0.15,0.82,0.68,0.87,0.57,0.82,0.62,0.74
linuxsh.csv,0.08,0.48,0.56,0.48,0.0,0.76,0.46,0.44,0.66,0.38,0.53,0.29,0.0,0.34,0.66,0.26,0.09,0.67,0.5,0.51
lmms.csv,0.23,0.73,0.31,0.44,0.5,0.7,0.43,0.64,0.66,0.39,0.63,0.76,0.19,0.79,0.59,0.8,0.43,0.7,0.6,0.6
lufa-lib.csv,0.23,0.61,0.3,0.51,0.23,0.74,0.5,0.75,0.48,0.23,0.61,0.7,0.18,0.55,0.63,0.35,0.65,0.61,0.38,0.67
mbse.csv,0.22,0.52,0.17,0.43,0.49,0.15,0.39,0.59,0.5,0.55,0.62,0.77,0.2,0.74,0.28,0.69,0.53,0.71,0.49,0.73
mcmc-jags.csv,0.26,0.77,0.31,0.65,0.44,0.81,0.55,0.79,0.7,0.39,0.74,0.81,0.15,0.8,0.64,0.82,0.51,0.8,0.61,0.81
miranda.csv,0.33,0.66,0.0,0.44,0.0,0.11,0.49,0.67,0.07,0.24,0.0,0.12,0.35,0.8,0.12,0.81,0.07,0.65,0.1,0.78
modellus.csv,0.24,0.59,0.36,0.33,0.0,0.7,0.53,0.58,0.67,0.42,0.65,0.7,0.3,0.58,0.78,0.75,0.59,0.8,0.62,0.8
mplayer-ce.csv,0.25,0.72,0.28,0.46,0.48,0.64,0.54,0.75,0.45,0.38,0.58,0.54,0.14,0.79,0.65,0.81,0.39,0.84,0.57,0.65
nicepress.csv,0.19,0.67,0.26,0.38,0.22,0.69,0.73,0.58,0.71,0.4,0.8,0.9,0.17,0.67,0.56,0.76,0.38,0.74,0.62,0.79
sbml.csv,0.31,0.76,0.24,0.39,0.46,0.77,0.55,0.81,0.71,0.44,0.6,0.77,0.16,0.75,0.67,0.86,0.6,0.77,0.57,0.68
scite-ru.csv,0.26,0.75,0.44,0.37,0.48,0.82,0.55,0.79,0.7,0.39,0.8,0.65,0.15,0.83,0.66,0.74,0.46,0.84,0.62,0.78
