,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.45,0.63,0.3,0.58,1.0,0.45,0.18,0.23,0.22,0.11,0.39,0.22
fityk.csv,0.59,0.6,0.51,0.64,0.32,0.66,0.26,0.43,1.0,0.15,0.67,0.35
hatari.csv,0.95,0.26,0.51,0.47,0.43,0.54,0.28,0.05,0.56,0.12,0.29,0.31
lmms.csv,0.64,0.8,0.22,0.99,0.34,0.5,0.24,0.62,0.71,0.15,0.17,0.3
mecat.csv,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nullc.csv,0.62,1.0,0.35,0.76,0.42,0.46,0.16,0.61,0.79,0.16,0.38,0.31
oscarmcmaster.csv,0.0,0.14,0.48,0.15,0.13,0.23,0.42,0.25,0.16,0.0,0.49,0.99
superwaba.csv,0.47,0.75,0.97,0.65,0.39,0.34,0.3,0.55,0.58,0.11,0.67,0.28
tycho.csv,0.38,0.25,0.42,0.43,0.07,0.35,0.33,1.0,0.5,0.12,0.58,0.19
vienna-add-in.csv,0.61,0.88,0.37,0.49,0.42,1.0,0.18,0.47,0.31,0.12,0.1,0.34
voms.csv,0.23,0.04,0.26,0.1,0.0,0.09,1.0,0.0,0.0,0.0,0.11,0.14
wsmt.csv,0.22,0.14,0.2,0.17,0.31,0.17,0.0,0.15,0.26,0.0,0.96,0.07
