,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.78,0.8,0.79,0.61,0.0,0.75,0.8,0.87,0.88,0.6,0.81,0.82
fityk.csv,0.54,1.03,0.83,0.63,0.84,0.82,0.6,0.78,0.0,0.58,0.79,0.71
hatari.csv,0.1,0.92,0.81,0.72,0.74,0.66,0.54,0.98,0.61,0.77,0.95,0.67
lmms.csv,0.59,0.85,0.86,0.02,0.79,0.7,0.63,0.75,0.89,0.48,0.92,0.71
mecat.csv,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
nullc.csv,0.81,0.0,0.74,0.7,0.76,0.73,0.81,0.84,1.0,0.52,0.87,0.7
oscarmcmaster.csv,1.0,0.96,0.6,0.92,0.91,0.88,0.56,0.87,0.91,1.0,0.85,0.02
superwaba.csv,0.65,0.79,0.06,0.59,0.63,0.82,0.53,0.67,0.61,0.64,0.62,0.72
tycho.csv,0.76,0.86,0.67,0.74,0.96,0.81,0.58,0.0,0.75,0.77,0.61,0.83
vienna-add-in.csv,0.92,0.56,0.83,0.71,0.83,0.0,0.78,0.67,0.83,0.73,0.96,0.71
voms.csv,0.87,0.98,0.83,0.95,1.0,0.95,0.0,1.0,1.0,1.0,0.94,0.92
wsmt.csv,0.87,0.94,0.87,0.91,0.73,0.94,1.0,0.92,0.85,1.01,0.09,0.96
