,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.36,0.01,0.08,0.05,1.0,0.9,0.05,0.04,0.05,0.22,0.64,0.0,0.24
emulemorph.csv,0.47,0.0,0.0,0.0,0.21,0.85,0.0,0.0,0.86,0.0,1.0,0.0,0.4
gisgraphy.csv,0.32,0.0,0.12,0.07,0.17,1.0,0.02,0.09,0.04,0.2,0.23,0.0,1.0
jaxen.csv,0.5,0.0,0.15,0.09,0.36,0.0,0.0,1.0,0.14,0.25,1.0,0.0,0.5
jvcl.csv,0.0,0.02,1.0,0.07,0.4,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0
m-m-m.csv,0.36,0.01,0.1,0.07,0.26,1.0,0.02,0.06,0.05,0.25,0.35,0.01,0.3
motu.csv,0.39,0.02,0.12,0.0,0.37,0.86,0.0,0.09,0.0,1.0,0.71,0.02,0.32
nh3d.csv,0.0,1.0,0.12,0.31,0.5,1.0,0.06,0.18,0.14,0.31,0.92,0.0,0.38
sarasvati.csv,0.75,0.0,0.08,1.0,0.75,0.83,0.0,0.21,0.0,0.5,1.0,0.0,0.5
wgs-assembler.csv,1.0,0.0,0.19,0.04,0.12,1.0,0.02,0.09,0.06,0.3,0.78,0.0,0.3
zabbix.csv,0.37,0.01,0.11,0.07,0.29,0.79,0.02,0.09,0.06,0.21,0.97,0.0,0.33
