,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.9,0.5,0.44,0.27,0.96,0.51,1.0,0.4,0.5,0.46,0.32,0.0,0.36
emulemorph.csv,0.18,0.0,0.0,0.0,0.17,0.22,0.0,0.0,1.0,0.0,0.03,0.0,0.09
gisgraphy.csv,0.23,0.0,0.5,0.73,0.17,0.02,1.0,0.4,0.17,0.69,0.29,0.0,0.95
jaxen.csv,0.28,0.0,0.31,0.64,0.21,0.0,0.0,1.0,0.5,0.31,0.06,0.0,0.27
jvcl.csv,0.0,0.25,0.81,0.09,0.08,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09
m-m-m.csv,0.64,1.0,1.0,0.82,0.96,1.0,1.0,1.0,0.83,0.92,0.82,1.0,0.86
motu.csv,0.59,1.0,0.69,0.0,0.58,0.24,0.0,0.4,0.0,0.92,0.18,1.0,0.27
nh3d.csv,0.0,1.0,0.38,0.45,0.21,0.02,1.0,0.6,0.5,0.38,0.18,0.0,0.14
sarasvati.csv,0.08,0.0,0.62,0.91,0.12,0.1,0.0,0.8,0.0,0.38,0.06,0.0,0.09
wgs-assembler.csv,1.0,0.0,0.19,0.09,0.08,0.04,1.0,0.2,0.33,0.46,0.11,0.0,0.14
zabbix.csv,0.95,0.75,1.0,0.82,0.62,0.75,1.0,1.0,1.0,0.77,0.97,0.0,0.82
